,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,album_cover_url,track_duration_ms,explicit,track_number,disc_number,track_preview_url,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
0,Nino D'Angelo,Fotoromanzo,3eCzMHuVUtVvXDFrORnjF8,39,60,50UZ3u6GH63EYxVGafr8F4,2018-07-20,album,https://i.scdn.co/image/ab67616d0000b27305b3111439f55b3d5ca72017,265546,False,34,1,https://p.scdn.co/mp3-preview/9c672e7e56ec4e4d531de222a88b1382445f25ae?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:3eCzMHuVUtVvXDFrORnjF8,0.571,0.646,2,-8.423,1,0.0262,0.0588,0.000887,0.261,0.0755,139.853,4xhEhRE75hHgXMeNeeTTsx,spotify:artist:4xhEhRE75hHgXMeNeeTTsx,['canzone napoletana'],49
1,ALEX,Game Over,52n4kofyXauJYktwjDZJOE,37,SIMULATIONS,1Koc1DUHNh9ywilaXIDqjw,2018-09-01,album,https://i.scdn.co/image/ab67616d0000b2733fe0debf7ef4153884e637d2,238802,False,3,1,https://p.scdn.co/mp3-preview/51f789d9d71c3cb3505caf7d4daa2415e34b731d?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:52n4kofyXauJYktwjDZJOE,0.61,0.744,4,-6.475,0,0.0392,0.00986,1.93e-06,0.186,0.635,144.987,65sChHf6etCvSFdXn8NPUO,spotify:artist:65sChHf6etCvSFdXn8NPUO,"['cyberpunk', 'darksynth', 'synthwave']",39
2,Exfeind,Gefallene Engel,2f93qOi4nguUvfB8hKxkUM,35,Exfeind Nummer Eins,5tqrsKKVy1WQRXPq7rjJ5Z,2018-01-19,album,https://i.scdn.co/image/ab67616d0000b2733a61a2f4d967a7afcab846f7,165826,False,7,1,https://p.scdn.co/mp3-preview/3fb14f8447a3e9a9dc5f59cdf449553c72eb2eff?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:2f93qOi4nguUvfB8hKxkUM,0.458,0.944,11,-5.482,0,0.138,1.24e-05,0.279,0.24,0.705,165.031,698UUzQYlttJbp0akMZ9Af,spotify:artist:698UUzQYlttJbp0akMZ9Af,['neue deutsche harte'],30
3,Exfeind,Gefallene Engel,2f93qOi4nguUvfB8hKxkUM,35,Exfeind Nummer Eins,5tqrsKKVy1WQRXPq7rjJ5Z,2018-01-19,album,https://i.scdn.co/image/ab67616d0000b2733a61a2f4d967a7afcab846f7,165826,False,7,1,https://p.scdn.co/mp3-preview/3fb14f8447a3e9a9dc5f59cdf449553c72eb2eff?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:2f93qOi4nguUvfB8hKxkUM,0.458,0.944,11,-5.482,0,0.138,1.24e-05,0.279,0.24,0.705,165.031,698UUzQYlttJbp0akMZ9Af,spotify:artist:698UUzQYlttJbp0akMZ9Af,['neue deutsche harte'],30
4,Age Factory,GOLD,5twzU6e2PHagQl6N90t3po,30,GOLD,0BxdjWVjyR7nKIgfz3aksn,2018-10-10,album,https://i.scdn.co/image/ab67616d0000b273a4d1eef864586797f89d8d26,178120,False,1,1,https://p.scdn.co/mp3-preview/0ab519e2417d38d53f3265c2d3606c13d3dffa98?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:5twzU6e2PHagQl6N90t3po,0.329,0.986,8,-1.771,1,0.154,0.0012,0.0,0.353,0.304,122.868,7pgRyTH4nTH4KoruoGuAQo,spotify:artist:7pgRyTH4nTH4KoruoGuAQo,"['j-rock', 'japanese alternative rock']",37
5,Mommy Long Legs,Ditched You,0QDBmjH1KMvDksNGnpAIhy,27,Try Your Best,0TWeW94j2nzmyVPuuJxKHB,2018-06-22,album,https://i.scdn.co/image/ab67616d0000b273a77c73f77eb85a76c3297b38,181504,False,3,1,https://p.scdn.co/mp3-preview/d798d31574002be0f890b340daa427db10f9fdbb?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0QDBmjH1KMvDksNGnpAIhy,0.219,0.883,6,-9.5,1,0.0635,0.00316,0.408,0.252,0.391,155.768,1cZJetf4bkK5CE3VeU18h0,spotify:artist:1cZJetf4bkK5CE3VeU18h0,['riot grrrl'],39
6,YoungBoy Never Broke Again,Villain,0C4LlOF8LS1ozxg7Mw9ddn,24,Until Death Call My Name,6mTa71H427cTKGkXeuuAdl,2018-04-25,album,https://i.scdn.co/image/ab67616d0000b2739e56b3d6c3b8c8edb95156cf,169795,False,8,1,https://p.scdn.co/mp3-preview/f29b44b45db3aa9d02343f16f22df07f5b44e7c2?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0C4LlOF8LS1ozxg7Mw9ddn,0.768,0.828,2,-5.983,1,0.303,0.227,0.0,0.0834,0.578,146.949,7wlFDEWiM5OoIAt8RSli8b,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,"['baton rouge rap', 'rap']",79
7,Mary Chapin Carpenter,Sometimes Just the Sky,2sQf5NM0pAhCeAe6pBT6fB,22,Sometimes Just the Sky,6ZW6ua1Lw9TFZNXAHgX7V2,2018-03-30,album,https://i.scdn.co/image/ab67616d0000b2732956e4ed3d1271d57c663cdc,383348,False,13,1,https://p.scdn.co/mp3-preview/a3cfadbd703fb3b5af8192c0c6a58d68ae5e0184?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:2sQf5NM0pAhCeAe6pBT6fB,0.462,0.337,0,-15.729,1,0.0302,0.574,0.364,0.197,0.357,133.036,0qAmeOULjwn04k6jMMeDyr,spotify:artist:0qAmeOULjwn04k6jMMeDyr,"['classic country pop', 'country', 'country rock', 'ectofolk', 'folk', 'lilith', 'singer-songwriter']",46
8,Gilbert,Mit dir,5lMdkJLuye3QR5eR1IPsbx,22,Jetzt erst recht,0ukCDB5PV6O3rCio4igj3v,2018-06-08,album,https://i.scdn.co/image/ab67616d0000b2732d732350730c8decf41f6900,196495,False,1,1,https://p.scdn.co/mp3-preview/86ee2c55b12834f980c918280147d29b1d1420d0?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:5lMdkJLuye3QR5eR1IPsbx,0.634,0.883,0,-3.987,1,0.0342,0.0991,0.0,0.0942,0.361,125.025,4jiIXasy9GockXdIBkR27v,spotify:artist:4jiIXasy9GockXdIBkR27v,[],28
9,Cafe Music BGM channel,Morning Music,0wo1Avt7JgGRbsMFCAkzIv,22,Slow Cafe,5FTVo633KtME5g01Vci6I0,2018-11-01,album,https://i.scdn.co/image/ab67616d0000b273240a5f67e68c5d84afd4dfc9,170131,False,3,1,https://p.scdn.co/mp3-preview/e44e4051759cc9cd45095ae46ef2cc3f21781117?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0wo1Avt7JgGRbsMFCAkzIv,0.513,0.0593,6,-25.24,0,0.0474,0.89,0.917,0.111,0.259,117.325,3yKoHgjtyenCOIRaD2Gghu,spotify:artist:3yKoHgjtyenCOIRaD2Gghu,"['background music', 'dinner jazz']",65
10,La Pajarita La Paul,Platano Maduro,1a3eZkhkBzFa9fWwt7EjfM,21,Platano Maduro,4SOc0yyOHvXauGaGmwtEfm,2018-10-10,single,https://i.scdn.co/image/ab67616d0000b2731c3ed0856d9f2faa28f91f20,158883,False,1,1,https://p.scdn.co/mp3-preview/33cdfc278a87129fc13a8603bcd071a3daef85ad?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:1a3eZkhkBzFa9fWwt7EjfM,0.834,0.726,8,-6.278,1,0.0653,0.0925,0.0,0.223,0.737,119.13,3kx4NVzsemns9UdtLqNOML,spotify:artist:3kx4NVzsemns9UdtLqNOML,[],20
11,Thinah Zungu,Kuthe Bekwazi,3KbCvCzrLwD0SKrKE8SrkP,21,Kwangaba Umusa,1u7bBcHNgy8evongO6HGcP,2018-07-17,album,https://i.scdn.co/image/ab67616d0000b273491c1f4678bdec9ed96a7a71,321541,False,7,1,https://p.scdn.co/mp3-preview/a8a91712397d8ac884065019bb38c046bdc35a50?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:3KbCvCzrLwD0SKrKE8SrkP,0.55,0.469,9,-11.12,1,0.04,0.275,0.0,0.106,0.402,95.931,0gqiNXIGbyBCBsbQ4TWJlg,spotify:artist:0gqiNXIGbyBCBsbQ4TWJlg,['south african gospel'],40
12,Ralo,Die Real (feat. Trouble & Young Dolph),7KsGkq4zJD3nEizuffHYG0,20,Diary of the Streets 3,7xMgEOiMHZK3xvT0h7UJ1E,2018-02-09,album,https://i.scdn.co/image/ab67616d0000b273b7a53b89c12b0f8cc3ccf6a1,224080,True,10,1,https://p.scdn.co/mp3-preview/48933d0d1f81ab4038e510a42ccb2fb2e14aa646?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:7KsGkq4zJD3nEizuffHYG0,0.786,0.654,0,-5.698,1,0.104,0.176,0.0,0.779,0.469,148.039,6Z99p0M73gzZSHQ1FlonCi,spotify:artist:6Z99p0M73gzZSHQ1FlonCi,"['atl trap', 'memphis hip hop']",36
13,Ralo,Die Real (feat. Trouble & Young Dolph),7KsGkq4zJD3nEizuffHYG0,20,Diary of the Streets 3,7xMgEOiMHZK3xvT0h7UJ1E,2018-02-09,album,https://i.scdn.co/image/ab67616d0000b273b7a53b89c12b0f8cc3ccf6a1,224080,True,10,1,https://p.scdn.co/mp3-preview/48933d0d1f81ab4038e510a42ccb2fb2e14aa646?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:7KsGkq4zJD3nEizuffHYG0,0.786,0.654,0,-5.698,1,0.104,0.176,0.0,0.779,0.469,148.039,6Z99p0M73gzZSHQ1FlonCi,spotify:artist:6Z99p0M73gzZSHQ1FlonCi,"['atl trap', 'memphis hip hop']",36
14,Alton Miller,Cool but So... - Chaos in The CDB Remix,77BRM5U78gpLxWl76GajxT,19,A Says Hello,5d3edYT3wiNdjXERFXdhh7,2018-12-14,single,https://i.scdn.co/image/ab67616d0000b2731a4382b8409e42834bd56ed5,417806,False,3,1,https://p.scdn.co/mp3-preview/2d3a73e5ec08a3ec53134f7c2246e5728d1ee884?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:77BRM5U78gpLxWl76GajxT,0.776,0.888,0,-11.14,1,0.0475,0.0112,0.914,0.0545,0.334,124.984,0MGh53azHRLHTJ1flx9KGs,spotify:artist:0MGh53azHRLHTJ1flx9KGs,"['detroit house', 'soulful house']",16
15,Pillath,Du fehlst hier,5bVnyZlYUzQ46PIw63f1WS,19,Du fehlst hier,01UwBX8Awj1ejPYEB2832C,2018-06-01,single,https://i.scdn.co/image/ab67616d0000b27307d8749cb6596cc8e9f703bd,225344,False,1,1,https://p.scdn.co/mp3-preview/dba827f7b02d18c17ee32d2dddc204ea7119ccfa?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:5bVnyZlYUzQ46PIw63f1WS,0.564,0.586,9,-7.977,0,0.0544,0.247,0.0,0.627,0.604,87.01,6ZhSAhthwyV6WoyuM4CSbb,spotify:artist:6ZhSAhthwyV6WoyuM4CSbb,['deep german hip hop'],26
16,Alton Miller,Cool but So... - Chaos in The CDB Remix,77BRM5U78gpLxWl76GajxT,19,A Says Hello,5d3edYT3wiNdjXERFXdhh7,2018-12-14,single,https://i.scdn.co/image/ab67616d0000b2731a4382b8409e42834bd56ed5,417806,False,3,1,https://p.scdn.co/mp3-preview/2d3a73e5ec08a3ec53134f7c2246e5728d1ee884?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:77BRM5U78gpLxWl76GajxT,0.776,0.888,0,-11.14,1,0.0475,0.0112,0.914,0.0545,0.334,124.984,0MGh53azHRLHTJ1flx9KGs,spotify:artist:0MGh53azHRLHTJ1flx9KGs,"['detroit house', 'soulful house']",16
17,Geoff Zanelli,Returning to the Hundred Acre Wood,6X3YIfop58mM3CkvhPm1LY,18,Christopher Robin (Original Motion Picture Soundtrack),1Gb5WNBbET7YCwhyLd4ACK,2018-08-03,compilation,https://i.scdn.co/image/ab67616d0000b273d1bd36e9880383e53ddddece,266986,False,12,1,,spotify:track:6X3YIfop58mM3CkvhPm1LY,0.22,0.0417,9,-26.864,0,0.0402,0.943,0.819,0.177,0.103,139.533,0X5jj08FYkWPtmzUhhjOJd,spotify:artist:0X5jj08FYkWPtmzUhhjOJd,"['epicore', 'soundtrack']",46
18,Vanupié,One Self Redemption,30abl75FsyrEjYH2QsKS3i,18,Gold,2AKJkE2Fh7BYyH3kcCy8DI,2018-05-04,album,https://i.scdn.co/image/ab67616d0000b273d80d7b69c2414301593c542a,236040,False,3,1,https://p.scdn.co/mp3-preview/b00ff10e2e5b5ad5d2e189bff58f3ccb6e9ad627?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:30abl75FsyrEjYH2QsKS3i,0.816,0.652,11,-7.193,0,0.0765,0.00892,0.00217,0.0669,0.691,102.024,5H8YOkCyBQfMMVvyOomdKf,spotify:artist:5H8YOkCyBQfMMVvyOomdKf,['french reggae'],34
19,Stereoact,Terra Titanic - Extended Mix,5Wg79VpuZSc9RhOOvFY5QF,16,Terra Titanic (Remixes),18vE5jy1pKqV8iEtLcHtFf,2018-08-03,single,https://i.scdn.co/image/ab67616d0000b273e9b2f7651bee3f80fd31a693,272021,False,2,1,https://p.scdn.co/mp3-preview/13046ea513d9dcad5b011b3b23def523506eb769?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:5Wg79VpuZSc9RhOOvFY5QF,0.709,0.606,5,-6.924,1,0.0468,0.00501,0.000225,0.104,0.403,125.994,6dXL3SnQlCGX9LCUAyin6a,spotify:artist:6dXL3SnQlCGX9LCUAyin6a,"['german dance', 'german pop', 'schlager']",60
20,TRIPLEGO,Emotionnel,0JJCTNkrAVw8hUPsw3gCtu,16,#EnAttendantMachakil,4QfFZOiZMsUGtdDU439IXv,2018-06-01,album,https://i.scdn.co/image/ab67616d0000b27392d2eae99a141d198ac8a2f9,145008,True,6,1,https://p.scdn.co/mp3-preview/0e31e4b553f422f89681c68dd18ce8582f4fbc84?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0JJCTNkrAVw8hUPsw3gCtu,0.765,0.489,5,-8.895,0,0.171,0.898,0.00454,0.08,0.492,96.002,6cDxDe1MWGgUcNVVdxhCN2,spotify:artist:6cDxDe1MWGgUcNVVdxhCN2,[],39
21,Edinho Chagas,Dance To Death - Ali Arsan Remix,6MKMlmiR88N65NWSi0cavt,15,Pop Dance 2019,1W8k5QCQ7SOdRB0BKRTRJZ,2018-12-28,compilation,https://i.scdn.co/image/ab67616d0000b27370890fc02b582a41bd8f1498,155724,False,8,1,https://p.scdn.co/mp3-preview/05a2c0b5438fcfc2842be3679ec36a0d2ec8e10f?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:6MKMlmiR88N65NWSi0cavt,0.842,0.537,6,-7.105,0,0.0431,0.0111,0.071,0.0675,0.865,121.971,5HEIeqs143fiy7n3D4uxTn,spotify:artist:5HEIeqs143fiy7n3D4uxTn,[],3
22,Elmo,In Your Imagination,7g7BtARaI5ac9xN4eeBxwy,14,E Is for Elmo!,6olEXd4PanP1ho5loa0VwU,2018-09-21,album,https://i.scdn.co/image/ab67616d0000b2737b95cb5b8d3ae4a2c1d5ffb2,122973,False,9,1,https://p.scdn.co/mp3-preview/7465e92bd616607875e77fcf688c4465002ed348?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:7g7BtARaI5ac9xN4eeBxwy,0.508,0.276,7,-12.443,1,0.0496,0.662,0.0,0.233,0.608,179.584,64TYMfqkpGQsUEuF5xqS2R,spotify:artist:64TYMfqkpGQsUEuF5xqS2R,"['cartoon', ""children's music""]",56
23,Saps & Prins,Landschaften,0bYi2vnOdoGYmlCAJMYbpb,14,Landschaften,3DKUQJA5sYuRDzsnnT9ee7,2018-01-27,single,https://i.scdn.co/image/ab67616d0000b2736e59702e24542695123e2482,237911,False,1,1,https://p.scdn.co/mp3-preview/bdec53e7effcf3a804b947dfd9a4fe9a8b2854e4?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0bYi2vnOdoGYmlCAJMYbpb,0.692,0.598,10,-6.702,0,0.0439,0.000718,0.85,0.0932,0.322,93.0,3GBiQey4uoFdcZp3UInCVH,spotify:artist:3GBiQey4uoFdcZp3UInCVH,[],2
24,Akira Phan,Thiên Đường Thứ Hai,386EGYKyElTFc4A6xzXkpl,12,Đứng Dậy Vươn Vai,235XULsV6hXWqQ1qMjTGS7,2018-07-18,album,https://i.scdn.co/image/ab67616d0000b2737a8043304e2470589a2ea39b,280137,False,1,1,https://p.scdn.co/mp3-preview/4e465863d10193b205bc2875e46624e869048de7?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:386EGYKyElTFc4A6xzXkpl,0.687,0.386,2,-6.88,0,0.0309,0.733,0.0,0.268,0.23,124.049,2Toc6VK22Fh0kV09xFF60J,spotify:artist:2Toc6VK22Fh0kV09xFF60J,['v-pop'],32
25,Dan Brown,Kapitel 228 - Origin - Robert Langdon 5,49eLPTHU3u0rQWMKTf16xA,12,Origin [Robert Langdon 5 (Ungekürzt)],6eridEEQvR9kw9BEuMiM0g,2018-10-05,album,https://i.scdn.co/image/ab67616d0000b273a51813903f00ec2c09522068,181940,False,44,2,https://p.scdn.co/mp3-preview/f85f0b2d9ce1f3b76f4eb7d95e0827f0d6dffcb4?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:49eLPTHU3u0rQWMKTf16xA,0.633,0.344,6,-18.146,0,0.965,0.561,0.0,0.185,0.7,169.162,6yGJF6jxyfhp4evcVfN8ub,spotify:artist:6yGJF6jxyfhp4evcVfN8ub,['writing'],47
26,Tanuja Pegu,Dite Silung,7MQ8OzJfUx0h1jFD7Ltius,11,Miriwood Acoustica Tape 2,0imDDFPqKZiHVp2UZDc90c,2018-04-14,compilation,https://i.scdn.co/image/ab67616d0000b273a78c7160e8ac7c5e0f5d50f9,229463,False,4,1,https://p.scdn.co/mp3-preview/877cf569f6a6a3bf50e94266e555e8e2b7750451?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:7MQ8OzJfUx0h1jFD7Ltius,0.7,0.491,2,-6.642,1,0.0508,0.238,0.0,0.372,0.367,104.019,6KzNzJWFueU8b5dynsbLsA,spotify:artist:6KzNzJWFueU8b5dynsbLsA,['mising pop'],2
27,Sylvan LaCue,Steps 5 & 6 : Distant Ally,7AQuc113bOZ1hv06rSMlju,10,Apologies in Advance,2EZb5HVuGuiuXqwhSvSI5o,2018-01-12,album,https://i.scdn.co/image/ab67616d0000b2736b8e283a496a00a6bc5b7eb3,86640,True,7,1,https://p.scdn.co/mp3-preview/c92660b606fd06b4697ec5ddf28b77a869a5f6b9?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:7AQuc113bOZ1hv06rSMlju,0.547,0.26,10,-18.897,0,0.157,0.95,0.0,0.268,0.573,136.953,0JuDxOwz1e3Wx05t8e3AT3,spotify:artist:0JuDxOwz1e3Wx05t8e3AT3,"['canadian hip hop', 'indie hip hop', 'miami hip hop', 'underground hip hop']",36
28,Los Llaneros De La Frontera,Cumbias Rancheras - Loca María - Micaela,1gETOBTS9jYRlU68KUZrDX,10,"Padres de la Ranchera, Vol. 1",3kDdSn80ZpsKUXMuGdIgbM,2018-01-01,album,https://i.scdn.co/image/ab67616d0000b273930589731493a235a36a624e,420115,False,1,1,https://p.scdn.co/mp3-preview/f4e912396503c686edadca155064fe10e529221e?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:1gETOBTS9jYRlU68KUZrDX,0.536,0.812,7,-5.289,1,0.0899,0.349,0.0,0.176,0.953,128.216,0lU35vHpvzadavslHv2pVV,spotify:artist:0lU35vHpvzadavslHv2pVV,"['cumbia chilena', 'cumbia ranchera']",47
29,Turbo,Láska Z Pasáží,2NXXpEQxHKrFmbbPRKkQPx,10,"Česká Diskotéka, Vol. 2",7k2XNhAhbHKHp8hfDeIrVh,2018-05-29,compilation,https://i.scdn.co/image/ab67616d0000b2738128db98ad3ade1122efc5e2,243666,False,5,1,https://p.scdn.co/mp3-preview/1d422bc304d1ebde07c273b2e16dab7656e1fcbc?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:2NXXpEQxHKrFmbbPRKkQPx,0.42,0.906,4,-5.014,1,0.0494,0.127,0.013,0.36,0.27,147.942,4mUITqkDEGPbMwVguMQihW,spotify:artist:4mUITqkDEGPbMwVguMQihW,['czech rock'],35
30,Carlos Alvarez Torres,El Defecto,37LgJS5Q1vhuo8uyHPT1OQ,10,"Ella No Sabe Amar, Vol. 11",7CJTVYIACOUT8FqTyMXPhh,2018-11-16,album,https://i.scdn.co/image/ab67616d0000b27322305b8af958448a4419ce4b,305397,False,2,1,https://p.scdn.co/mp3-preview/9344fef31e0d203f1b6d689851bd7d4fc24f6a39?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:37LgJS5Q1vhuo8uyHPT1OQ,0.548,0.826,8,-0.8,1,0.273,0.641,4.59e-06,0.249,0.964,93.851,4zTqnai3GTyePo9VKAYs5Y,spotify:artist:4zTqnai3GTyePo9VKAYs5Y,[],24
31,Casey Corbin,Star Wars,6xsqRF83ZPBTnSBwTXJ6dm,9,Diff'rent Jokes,0kCU0N1CCFChDldtCUXwbP,2018-10-17,album,https://i.scdn.co/image/ab67616d0000b273833ff5525b4af173554cf0f8,193085,False,9,1,https://p.scdn.co/mp3-preview/d1fca7d8813a29e7e3c518c80a058f0c736c27ae?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:6xsqRF83ZPBTnSBwTXJ6dm,0.519,0.548,9,-16.496,1,0.924,0.834,0.0,0.654,0.863,87.06,0ESPkLCTVAh2oUtm3svTQ1,spotify:artist:0ESPkLCTVAh2oUtm3svTQ1,[],20
32,Teresa Teng,水漣漪,1jrx7gAb6ytRosD82ejdh1,9,君天籟之音101 - 鄧麗君65年紀念,0FsWt0PAbjDvdJQrtQaB3n,2018-07-23,compilation,https://i.scdn.co/image/ab67616d0000b273a77d6cbe21e824dc978c3469,149693,False,6,2,,spotify:track:1jrx7gAb6ytRosD82ejdh1,0.367,0.3,10,-14.359,1,0.0429,0.722,0.0132,0.214,0.332,79.358,3ienC90A5I1X3irDyQoqWZ,spotify:artist:3ienC90A5I1X3irDyQoqWZ,"['c-pop', 'classic mandopop', 'kayokyoku']",53
33,Philanthrope,Cutting in Reverse,0qJSSg8GCfZyF7PqnqKZEB,9,Waking Dreams,5gCuRJftZCpmPyRWkTu9Im,2018-06-21,album,https://i.scdn.co/image/ab67616d0000b273abb0ac7a7ee1e5eaacaa3120,104813,False,3,1,https://p.scdn.co/mp3-preview/e4349be7ca1b6cbff5921a7275f5acbc268038aa?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0qJSSg8GCfZyF7PqnqKZEB,0.501,0.681,11,-14.023,0,0.556,0.296,0.00707,0.258,0.552,173.481,13ACz7DIictCpSYGglNTHs,spotify:artist:13ACz7DIictCpSYGglNTHs,"['chillhop', 'lo-fi beats']",50
34,Philanthrope,Cutting in Reverse,0qJSSg8GCfZyF7PqnqKZEB,9,Waking Dreams,5gCuRJftZCpmPyRWkTu9Im,2018-06-21,album,https://i.scdn.co/image/ab67616d0000b273abb0ac7a7ee1e5eaacaa3120,104813,False,3,1,https://p.scdn.co/mp3-preview/e4349be7ca1b6cbff5921a7275f5acbc268038aa?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:0qJSSg8GCfZyF7PqnqKZEB,0.501,0.681,11,-14.023,0,0.556,0.296,0.00707,0.258,0.552,173.481,13ACz7DIictCpSYGglNTHs,spotify:artist:13ACz7DIictCpSYGglNTHs,"['chillhop', 'lo-fi beats']",50
35,Dog Music,Tiny Little Puppy,58hcYGOmYBlkQjafY1CLRM,8,"Dog Music: Calm Music For Dogs and Relaxing Piano Music For Pets, Vol. 2",6DxEvtUfCNrLdOet6VEd0L,2018-06-11,album,https://i.scdn.co/image/ab67616d0000b273437c073e5984e024e459276f,126747,False,2,1,https://p.scdn.co/mp3-preview/77d9e412e8604b4bebb9569dc072105124cae744?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:58hcYGOmYBlkQjafY1CLRM,0.153,0.00201,2,-36.492,0,0.0409,0.983,0.907,0.0901,0.218,71.78,7faolmVD4RMkmZ84Zv18Cj,spotify:artist:7faolmVD4RMkmZ84Zv18Cj,"['pet calming', 'sleep']",54
36,Michael Kerton,The Guinness Song,4Qb8LZcjpYiYHvgwrwalc8,7,Orpheus,4TSHk0hbfZVu5tEwalheGs,2018-04-27,album,https://i.scdn.co/image/ab67616d0000b27320e2830d2fd2b14d06c3be4b,170266,False,6,1,https://p.scdn.co/mp3-preview/d98e4c9e5e7c8e925aa3c66f3f22958b254ba3ce?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:4Qb8LZcjpYiYHvgwrwalc8,0.587,0.643,2,-9.085,1,0.0263,0.18,4.65e-05,0.075,0.961,100.107,4IeqmTXI4EBDDhC93tNIzF,spotify:artist:4IeqmTXI4EBDDhC93tNIzF,[],9
37,Origen,Canon in D,6RGDHm64nOf3En06j3KpPl,6,Soothing and Relaxing: Calming New Age Piano Music for Meditation and Deep Sleep,6Nu0BvsVJtMPkC7J88RTCO,2018-06-01,album,https://i.scdn.co/image/ab67616d0000b273130a6b0960fce92dc875b63e,290746,False,10,1,https://p.scdn.co/mp3-preview/d819322b8b55663d30320103528ff7f1e94b733e?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:6RGDHm64nOf3En06j3KpPl,0.265,0.333,2,-13.252,1,0.0302,0.726,0.785,0.0907,0.167,87.624,6cjZV5nXfB0mD8bNtm20wU,spotify:artist:6cjZV5nXfB0mD8bNtm20wU,['new age'],46
38,Navarone,Fire,2pAd1OBtLfiygdXukdXdwR,6,Salvo,3Db3Xz0RlBy4oaA2xniZEU,2018-11-23,album,https://i.scdn.co/image/ab67616d0000b2737e14dcd3caab3c5af6261a32,324266,False,7,1,https://p.scdn.co/mp3-preview/e5e6a40c7928933067f8639611032f45ba16daac?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:2pAd1OBtLfiygdXukdXdwR,0.461,0.36,8,-9.136,0,0.0303,0.138,0.0,0.0814,0.262,133.905,0He0YUY91AmJKZQ9eDs7j0,spotify:artist:0He0YUY91AmJKZQ9eDs7j0,['dutch rock'],19
39,I-Three,Stir It Up - Remastered,2AAoO9exMXeNQgrys28ST9,6,Tuff Gong Presents: Songs of Bob Marley (From the Masters Vault) [Remastered],2eLNURRp1eevLtTC5pmp0l,2018-02-02,album,https://i.scdn.co/image/ab67616d0000b273999b87287920a087623d4c16,260213,False,2,1,https://p.scdn.co/mp3-preview/b248e0f313e833480ca0289c75062083e5f83988?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:2AAoO9exMXeNQgrys28ST9,0.754,0.787,11,-5.571,0,0.0392,0.00433,0.00479,0.101,0.925,95.32,6D5ZyeDeytL0pRVQVO1p0G,spotify:artist:6D5ZyeDeytL0pRVQVO1p0G,[],4
40,Hael Husaini,Hajat - Ballad Version,3UmTX00TtsF57uu3q2UuPW,6,Hajat (Ballad Version),2AkMmeSGc0d5BFZ1P5fnOp,2018-04-16,single,https://i.scdn.co/image/ab67616d0000b273f37e2d99b320510e19c47784,221160,False,1,1,https://p.scdn.co/mp3-preview/431840718a970433653098f0ae325b5441620590?cid=8e61ec05c1c442aaa952d538bc311a78,spotify:track:3UmTX00TtsF57uu3q2UuPW,0.727,0.786,2,-4.645,0,0.0469,0.0378,3.4e-05,0.335,0.833,125.053,1FIUUafdGtfqLIP8pmPymL,spotify:artist:1FIUUafdGtfqLIP8pmPymL,['malaysian pop'],40
