artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
Dendi Fvnky,Dj Kehilangan,4e6fA3Ve07QlS82BIXBUYd,2,Dj Kehilangan,50VSoUulY6UzLtpsPnUxJx,2022-10-13,single,318310,False,1,1,0.584,0.992,6,-3.447,0,0.0495,0.0122,0.00217,0.292,0.844,148.209,0jhnTiFasj5Yqgkn5icDW3,spotify:artist:0jhnTiFasj5Yqgkn5icDW3,[],0
Jay Drums,WIKIPEDIA,0ExE4qmPnZZ8Q9094CkyS7,2,WIKIPEDIA,3O4NSrQpbF7nBQq3gOe5NU,2022-11-16,single,180480,False,1,1,0.685,0.614,1,-9.753,0,0.0482,0.00017,0.273,0.129,0.176,125.043,4kYrCgbM1VLlnbxu1i4jxn,spotify:artist:4kYrCgbM1VLlnbxu1i4jxn,[],3
Jay Drums,WIKIPEDIA,0ExE4qmPnZZ8Q9094CkyS7,2,WIKIPEDIA,3O4NSrQpbF7nBQq3gOe5NU,2022-11-16,single,180480,False,1,1,0.685,0.614,1,-9.753,0,0.0482,0.00017,0.273,0.129,0.176,125.043,4kYrCgbM1VLlnbxu1i4jxn,spotify:artist:4kYrCgbM1VLlnbxu1i4jxn,[],3
Oxbelt Redfur,Space Bubbles,7LKuj2HIyjmoPU9tvrRDco,2,Space Bubbles,78565UmSttZvq5Py0GoohZ,2022-08-11,single,134373,False,1,1,0.652,0.713,10,-9.456,0,0.65,0.174,3.24e-06,0.17,0.825,119.899,0tsKPqi33k9gLBUgf1Osj8,spotify:artist:0tsKPqi33k9gLBUgf1Osj8,[],10
Joel Corry,I Wish,2urDfuhX6Q0DWV5pCQxAjU,2,Aussie Hot Hits,5lehi5pxw0GNuG6uqxDSkP,2022-07-08,compilation,181728,False,25,1,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,6DgP9otnZw5z6daOntINxp,spotify:artist:6DgP9otnZw5z6daOntINxp,"['dance pop', 'pop dance', 'uk dance']",70
Ik4ro,Tienes Tiempo,2hyS7owF9kNlDbsyiQNpNK,1,Nostalgia,5cEAHnerwNhsuEluPGbaDp,2022-01-24,single,209250,True,2,1,0.401,0.647,11,-8.077,0,0.0319,0.0803,0.0057,0.19,0.659,120.172,78UIeJWrb7457Gq868cumX,spotify:artist:78UIeJWrb7457Gq868cumX,[],0
5DUST,Lost,3rBi5p8tSMbtzqtQVkTi2L,1,Lost,7rEnt8hACs4MheXnzBJFIt,2022-05-06,single,255245,False,1,1,0.444,0.766,2,-10.192,0,0.0366,0.253,0.913,0.111,0.0672,122.002,4b0VDiiIl8ZT1vdzpsvWb1,spotify:artist:4b0VDiiIl8ZT1vdzpsvWb1,[],0
Elaine Katoy,Comfort Zone,1W8eLBGWy672uq5g2XGcpz,1,Comfort Zone,2rGXY4DXWPZ8RMtRSkmuLm,2022-10-18,single,344615,False,1,1,0.794,0.47,5,-11.152,0,0.173,0.405,0.123,0.112,0.583,155.986,06mEmx6VCeDWLKovLkLNWV,spotify:artist:06mEmx6VCeDWLKovLkLNWV,[],5
Izayuh,Day Dreaming,6cLSV5Om3SztSJ3XRF4AUO,1,No Shortcuts,2c4wUn2yTR2Gn2vevowiGw,2022-05-27,album,197511,False,3,1,0.844,0.402,2,-5.826,0,0.0942,0.592,3.58e-06,0.0908,0.328,146.16,2lCaOCd9KByGPdy8diT1sU,spotify:artist:2lCaOCd9KByGPdy8diT1sU,[],1
Sonidos De La Selva,Sonidos De Cigarra,2Ba9btnwHmfB9MXvewZDb9,1,Insectos De La Naturaleza En El Bosque Para Relajarse,3L25OtRfVwBXZeLIh2e3Wj,2022-02-01,album,96591,False,9,1,0.162,0.32,4,-29.406,1,0.0421,0.621,0.936,0.108,0.0582,98.652,2DlaIWtH6JnuWUb32kZM1u,spotify:artist:2DlaIWtH6JnuWUb32kZM1u,[],43
Cassandra Rose Clarke,Kapitel 76 - Star Trek - The Next Generation - Im Bann der Schatten,6Gejsb4yuCItaiSP9ItkFs,1,Star Trek - The Next Generation [Im Bann der Schatten (Ungekürzt)],3K3HCa2doBjz5rX9o7Fszt,2022-04-04,album,193097,False,76,1,0.723,0.183,9,-12.257,0,0.934,0.376,0.0,0.311,0.352,110.258,2o8GDVsNtoyJG3Sbh9Pssc,spotify:artist:2o8GDVsNtoyJG3Sbh9Pssc,[],11
TL no Beat,Ela Quer Me Ter,66XQbpYCLg9yBFb3AvfLfV,1,Bitcoin,48YSOFqFch91rMI0gd76ZU,2022-10-09,album,217732,True,6,1,0.734,0.65,8,-5.292,1,0.152,0.301,0.0,0.119,0.825,169.946,3HQvncXuA1LjT6Q5nrFZFU,spotify:artist:3HQvncXuA1LjT6Q5nrFZFU,[],10
Jordan Frye,On My Own,4pnHGBL4q6vjdBKOhPVd5w,1,Beautiful Wasteland,1aKa3ewGCcD3CwanvBmXwI,2022-03-01,album,202111,False,7,1,0.311,0.372,7,-8.699,1,0.0353,0.491,0.000752,0.0872,0.192,106.836,41IbYYlSlUZBjudQNAGvDu,spotify:artist:41IbYYlSlUZBjudQNAGvDu,['christian pop'],28
Весна 310,Вечнозелёный лабиринт,1ZTjWenozVO0KcjRcIuMZd,1,Лето 87,1rDxoVB5sM4FZKBPHKuBA9,2022-11-04,album,160835,False,15,1,0.619,0.156,8,-18.58,1,0.0985,0.692,0.927,0.11,0.249,99.988,59QvdNQVpJGYj0RYt7vYCH,spotify:artist:59QvdNQVpJGYj0RYt7vYCH,['sovietwave'],8
Pulserz,Empire,2tNWlHnfI0jaYsEkc5fGTr,1,Empire,37yBTXaFwBsWImNbpfQbEN,2022-03-07,single,260699,False,1,1,0.608,0.841,11,-5.431,0,0.0384,0.116,0.0168,0.0851,0.255,150.017,0fujXq1smK5pNrKT6hlPAs,spotify:artist:0fujXq1smK5pNrKT6hlPAs,[],24
Jordan Frye,On My Own,4pnHGBL4q6vjdBKOhPVd5w,1,Beautiful Wasteland,1aKa3ewGCcD3CwanvBmXwI,2022-03-01,album,202111,False,7,1,0.311,0.372,7,-8.699,1,0.0353,0.491,0.000752,0.0872,0.192,106.836,41IbYYlSlUZBjudQNAGvDu,spotify:artist:41IbYYlSlUZBjudQNAGvDu,['christian pop'],28
Deep Theta Binaural Beats,You Need to Sleep,7Ka117kwwIlSP6ZzPgpeHu,1,"432Hz Miracle Meditation for Pregnancy: Balances Hormones, Deep Healing Vibrations & Hypnobirthing",4TfqMVIW6gpjIjjXtrEvsk,2022-04-25,album,202605,False,9,1,0.0746,0.041,4,-25.979,1,0.0384,0.87,0.696,0.106,0.034,175.028,3xzqT7EwWozy9m9xbwkMcx,spotify:artist:3xzqT7EwWozy9m9xbwkMcx,[],38
Rain for Deep Sleep,Storm Encampment,4QxcIcRu4ehaQs69XhDBwu,0,40 Rainy Tracks Of Peaceful Ambience,57rsbta1cfEyiQw3uqW1F9,2022-07-20,album,111000,False,6,1,0.2,0.39,4,-14.88,0,0.0348,0.794,0.96,0.316,0.126,91.812,5BFLLBEz1g8FcRjBLCVt3e,spotify:artist:5BFLLBEz1g8FcRjBLCVt3e,"['environmental', 'sleep']",46
Sleeping Music For Dogs,Love and Tranquil,567lG0VXxKVpZ8AVSfLByw,0,#50 50 Spa Dream Meditation Sounds For Dogs,2x2z2V8Fr9PAaNnYjOCGxv,2022-04-14,album,102034,False,40,1,0.203,0.0413,3,-26.559,1,0.0425,0.985,0.809,0.11,0.0343,79.48,725PT5dlOf0kZUYQfSknSk,spotify:artist:725PT5dlOf0kZUYQfSknSk,['pet calming'],43
Waterfall Sounds,Hidden Wonder,552dBELmTT4NUGJrTp1oSI,0,Listen to This Calming Waterfalls Sound While You Meditate,0Bizo0wJzVpnBNnQouBvfb,2022-11-23,album,84810,False,6,1,0.22,0.167,3,-23.318,0,0.0527,0.532,0.617,0.392,0.288,77.585,5COJ3i52Yh8yaA8GU9gQgL,spotify:artist:5COJ3i52Yh8yaA8GU9gQgL,"['environmental', 'sleep']",43
Rain for Deep Sleep,Disruptive Storm,4orvsfPaQmc3PiOhQLe6zJ,0,! ! ! ! 33 Storm Sounds For An Inspired Day ! ! ! !,0aemKWlntzowxlg4Ard0u3,2022-02-05,album,145000,False,20,1,0.317,0.586,10,-15.016,0,0.0609,0.137,0.000329,0.191,0.0513,119.506,5BFLLBEz1g8FcRjBLCVt3e,spotify:artist:5BFLLBEz1g8FcRjBLCVt3e,"['environmental', 'sleep']",46
Massage Tribe,Lovely 1 Hour Spa,1fsXJ9oBPx2CIXgwwxV4rr,0,Echoes of Relaxing Spa,3k7dgh29YapA45W7mLUjI6,2022-02-18,album,176007,False,5,1,0.475,0.00208,4,-18.589,1,0.0702,0.716,0.622,0.111,0.0368,118.618,14RkTXnwrf6D09TfPWcR5C,spotify:artist:14RkTXnwrf6D09TfPWcR5C,['sleep'],49
Spa Relaxation & Spa,For The Love Of Sleep,4EkyZJYDssGx7AZZqVlGyZ,0,! ! ! ! 52 Bed And Break Anxiety ! ! ! !,3uP8Od3DHZRVrnrKMlDPRz,2022-02-07,album,97000,False,36,1,0.479,0.272,7,-18.541,1,0.0353,0.743,0.0141,0.0851,0.242,156.035,3B6M89h47V1ZxSJUYjL0ZO,spotify:artist:3B6M89h47V1ZxSJUYjL0ZO,['spa'],36
Bedtime Lullabies,Temple Blessings,730MdNWNmOpTtaYZlC2YcY,0,68 Relaxing Tide,5L6RAAiknZEyVePpBBOnPa,2022-07-25,album,145000,False,33,1,0.161,0.0152,2,-34.572,1,0.0465,0.858,0.907,0.108,0.0489,131.946,04kN6NJmRfgqQYrFgw095D,spotify:artist:04kN6NJmRfgqQYrFgw095D,['lullaby'],44
Spa Relaxation,Into The Atmosphere,3jVdCx8CFn1gXpOHGniFuN,0,77 Welcome To My Home,4ZgodlhlmNlpvv7B46BvYt,2022-08-08,album,136000,False,17,1,0.158,0.00633,2,-34.985,1,0.0416,0.851,0.924,0.109,0.0879,77.884,3zDIu6wCHnyEtTHbQ1JKmB,spotify:artist:3zDIu6wCHnyEtTHbQ1JKmB,['sleep'],34
Water Spa,Ocean Waves,6h0yooahTnZaTJ03iOGji4,0,Relaxing Melodies | Deep Sleep,0Jm65UPLMDFjnx1tXaSEp0,2022-10-04,album,115764,False,6,1,0.258,0.273,11,-22.784,0,0.0958,0.993,0.69,0.478,0.113,88.608,2JWii49n0DbrpNFD9m9IgF,spotify:artist:2JWii49n0DbrpNFD9m9IgF,['spa'],24
Chakra Balancing Sound Therapy,Traveling Lesson,7iF6nxylxQ2HeHc4txYcv1,0,Sounds of Nature | Stress Relief | Massage,55mEGNC7Rj22PKuFirAm24,2022-10-13,album,120000,False,19,1,0.21,0.192,3,-23.15,0,0.0382,0.187,0.976,0.158,0.217,60.65,0zUY96ptD8yyqj5969rOIQ,spotify:artist:0zUY96ptD8yyqj5969rOIQ,"['chakra', 'therapy']",29
Oasis of Relaxation Meditation,396 Hz Meditation,5AaFj94w06UnWxwoN5ofSY,0,396Hz + 432Hz + 606Hz: Full Body Relaxation Music,1yIVmEK0MjDzGdukVV6B6t,2022-03-15,album,206089,False,12,1,0.257,0.0789,1,-23.95,0,0.0519,0.974,0.833,0.108,0.068,69.953,03VqOvD5GwH7oWOpWuo4a6,spotify:artist:03VqOvD5GwH7oWOpWuo4a6,[],17
Calm Dinner Music,Mellow Ambiance for Soft Chill Moods,5pNhsC4y2AYilYu1lBVZ4w,0,Energetic Bgm for Calm Ballads,4Q5GY4Q4EjX1GxaSOsbyfO,2022-10-04,album,125016,False,20,1,0.566,0.312,9,-16.016,0,0.0388,0.336,0.118,0.115,0.607,143.692,0BDzmIWnFzltEWdHo1VRMK,spotify:artist:0BDzmIWnFzltEWdHo1VRMK,[],12
Resting Baby Playlist,Story Time - Feelings,08VQr5uBO4uMzoEnBQzFge,0,Babies Playing (Inspired),2eVF3PKMa8xDuW03NFQJF0,2022-03-10,album,130867,False,20,1,0.809,0.0683,7,-13.845,1,0.069,0.994,0.687,0.118,0.826,131.88,04edl8q9Y4qMpX5CH9f8d3,spotify:artist:04edl8q9Y4qMpX5CH9f8d3,[],9
Cafe Smooth Jazz Radio,Elegant Morning Javas,6d3ix4zoVpSgEh5IKGPohV,0,Sensational Background Music for Freshly Ground Coffee,2vc6Ci78zjI0R1FFuMPauW,2022-11-09,album,121765,False,6,1,0.817,0.11,0,-20.821,1,0.0883,0.859,0.914,0.105,0.333,71.001,2s7OyOHswW8bUKCeZ4Sjf5,spotify:artist:2s7OyOHswW8bUKCeZ4Sjf5,[],17
Soft Jazz Songs,Background for Creative Moods,7e2k0it8eJyld0cXhCYawS,0,Cuban Big Band - Bgm for Inspiring Thoughts,33dAfh9bQJ3mh7HTHUP8wo,2022-10-09,album,152601,False,3,1,0.789,0.25,7,-16.222,1,0.0344,0.761,0.715,0.126,0.537,107.037,4P9oFlpppygqoZqmuHgPVZ,spotify:artist:4P9oFlpppygqoZqmuHgPVZ,[],14
Musica Relajante Specialistas & Musica Relajante,Portal a La Dicha,1SZMeT8uIfKqZJUdBFoKUX,0,50 Sonidos de Terapia de Meditación,5t9EifYDgDB1coPenLLaif,2022-06-09,album,120000,False,7,1,0.0964,0.0581,0,-24.267,1,0.0547,0.869,0.911,0.114,0.0389,63.341,558ZN0C0oa2KsQAV4KMCaf,spotify:artist:558ZN0C0oa2KsQAV4KMCaf,['musica de fondo'],28
Lullaby Orchestra,"Gentle Lullabies for Night Feeds, Pt. 17",5aVTiFQVIjiXEiRDJJfEfC,0,Happy Nursery Rhymes,6kTeNP280XR4OlnvNw2ate,2022-10-03,album,95108,False,13,1,0.0681,0.0353,1,-33.53,1,0.0414,0.874,0.882,0.106,0.102,67.947,1tfEFa6qUIF1hMgOK2CV5c,spotify:artist:1tfEFa6qUIF1hMgOK2CV5c,['lullaby'],19
Winter Jazz Lounge,Fantastic Welcoming Power,0LMWqVBvCvMce3ykN5UD4K,0,Refined Background for Brave Keynotes,2C4gNeMAwb8JmUATvYL5st,2022-11-19,album,130375,False,16,1,0.425,0.181,5,-18.902,1,0.0572,0.883,0.858,0.122,0.272,80.93,4GqUugDoq66TOtHZQUkzkx,spotify:artist:4GqUugDoq66TOtHZQUkzkx,[],5
Música Chill para Cafés,Artistic Ambiance for llustrious Shapes,0TVbpmLJOAPXX5uO8El5a5,0,Guitar Trio - Background for Thoughtful Time,0o8vW88sk5uzrGis4fkHfU,2022-09-22,album,113686,False,10,1,0.674,0.128,3,-23.607,0,0.0777,0.993,0.95,0.109,0.437,152.021,2voA0ms80ivvWeoXEzXAtB,spotify:artist:2voA0ms80ivvWeoXEzXAtB,[],6
Jazz Ambiental para Hoteles,Trio Jazz Soundtrack for Autumn Creativity,1nOpN68Lw9BVQwxMC7zQOk,0,Trumpet and Alto Saxophone - Music for Seasonal Updates,7G0nEQbaqrDhvB5EH9jMLe,2022-09-07,album,144706,False,14,1,0.601,0.105,10,-14.01,0,0.0412,0.979,0.89,0.0897,0.424,72.151,1LrzAid13uoEG8cjkXgAN1,spotify:artist:1LrzAid13uoEG8cjkXgAN1,[],7
3one4,Forever,6tLqRGhZqY8W67w2l4ERTX,0,3ONE4,1NblbnLH3iCPgs8UsT68nW,2022-03-14,album,262321,True,5,1,0.844,0.519,4,-9.94,0,0.229,0.259,0.0,0.0811,0.204,125.031,6eCiZpy26Zt6WYWwuQxuNZ,spotify:artist:6eCiZpy26Zt6WYWwuQxuNZ,[],0
Diamond Style,FACTS,67qe1Pwvz5BkYHG4jmBpQE,0,FACTS,2vpUshapmlQLymooAJUKZG,2022-10-28,single,182222,False,1,1,0.755,0.551,1,-5.676,0,0.0711,0.042,0.896,0.11,0.428,161.994,7zM9vMlDOZwnANL2mqvWwK,spotify:artist:7zM9vMlDOZwnANL2mqvWwK,[],4
Piano Music Collection,Italian Mood Jazz,4PZLxQogIMTA5d5vIYwR3o,0,"Longing for Summer: Smooth Jazz Music Piano 2022, Sunny Piano Melodies, Cafe BGM",5W9qXL4FvR67fFtGYreSNN,2022-01-20,album,157072,False,3,1,0.624,0.065,1,-21.294,0,0.0648,0.991,0.935,0.0672,0.393,103.548,42uuEWfeoDinAqbb4ntHjh,spotify:artist:42uuEWfeoDinAqbb4ntHjh,[],11
Musica Tranquila ClAisico,Terrific Guitar Bossa Nova Trio - Vibe for Calming Selects,5cyFC99bSC2fjbgQqgXhRL,0,Slow and Calm,2YkymvOCvpz2JsW0JFtHJD,2022-10-20,album,133956,False,38,1,0.792,0.0658,5,-26.491,0,0.0702,0.991,0.94,0.111,0.27,128.954,1mAKysyjPqyV2virSzXYNw,spotify:artist:1mAKysyjPqyV2virSzXYNw,[],0
Avian The Legend,"JADED, Pt. 2",1bZPjZ7pqeO7aDBXl63gb5,0,"JADED, Pt. 2",1VeHnrvmVNpIlwJYJj9OAg,2022-05-13,single,160031,True,1,1,0.533,0.402,11,-14.145,1,0.0472,0.0894,0.0,0.107,0.246,119.794,7bdypEhIYxYHxvdSdxYLsd,spotify:artist:7bdypEhIYxYHxvdSdxYLsd,[],0
Davis Langston,Spiritual Mudra - Original Mix,60u3yldUwrKG82sALdMWLA,0,"Devotional Morning Meditation Prayer, Vol. 09",7KwGw87dbfnLb1W7r3nDgX,2022-03-24,compilation,132954,False,9,1,0.526,0.00248,4,-40.69,0,0.0458,0.917,0.92,0.0929,0.04,116.417,5YKvXtvSXYUjTEdohJ8D5c,spotify:artist:5YKvXtvSXYUjTEdohJ8D5c,[],0
Sonoplast,Flute Chorus,3VwuKKmL2o5uSUBd4pbbVf,0,"Sonic Fountain, Vol. 117",3Bl2oiUcfAAPLPpyFEByvD,2022-12-26,album,162491,False,19,1,0.808,0.287,3,-16.348,0,0.0684,0.317,0.309,0.122,0.221,134.02,4G2X7R6bKoSO3K2LLpEUrF,spotify:artist:4G2X7R6bKoSO3K2LLpEUrF,[],1
Musica per Studiare,Relaxed Coffee House Music,08lRp5JsZ6obAhqSz7mM7H,0,Jazz Trio - Ambiance for Coffee House Music,1wJaeSFcEJIpTGiD7rpDJ5,2022-12-10,album,105697,False,16,1,0.563,0.33,3,-11.822,1,0.126,0.987,0.87,0.0643,0.586,70.883,7eKhuZ0BiJ3n9v9TJs7k25,spotify:artist:7eKhuZ0BiJ3n9v9TJs7k25,['musica de fondo'],16
