,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,album_cover_url,track_duration_ms,explicit,track_number,disc_number,track_preview_url,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
10,Hype Williams,Madting,2epn0gG1aQaRnNJ14P7vjn,31,Rainbow Edition,4iN6TmJM1UT4AWWnuC6Jfn,2017-08-25,album,https://i.scdn.co/image/ab67616d0000b27312fdc6ca0ee47f910acf480c,58773,False,1,1,https://p.scdn.co/mp3-preview/a3e377577bedec3da27272f78fff957faf63b192?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2epn0gG1aQaRnNJ14P7vjn,0.642,0.294,5,-13.555,1,0.397,0.0856,0.000121,0.0848,0.0544,99.151,3SMaI6j8ObewCWPQFwfvui,spotify:artist:3SMaI6j8ObewCWPQFwfvui,"['experimental pop', 'hauntology', 'hypnagogic pop', 'outsider house']",34
11,Hype Williams,Madting,2epn0gG1aQaRnNJ14P7vjn,31,Rainbow Edition,4iN6TmJM1UT4AWWnuC6Jfn,2017-08-25,album,https://i.scdn.co/image/ab67616d0000b27312fdc6ca0ee47f910acf480c,58773,False,1,1,https://p.scdn.co/mp3-preview/a3e377577bedec3da27272f78fff957faf63b192?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2epn0gG1aQaRnNJ14P7vjn,0.642,0.294,5,-13.555,1,0.397,0.0856,0.000121,0.0848,0.0544,99.151,3SMaI6j8ObewCWPQFwfvui,spotify:artist:3SMaI6j8ObewCWPQFwfvui,"['experimental pop', 'hauntology', 'hypnagogic pop', 'outsider house']",34
12,Advantage Becker,"Das Baby-Beruhigungs-Album - Der Klang aus Mamas Bauch zum Beruhigen und Einschlafen, Track 4: Entspannen",63cF94IVypDuXV6yCEgPlD,31,Das Baby-Beruhigungs-Album - Der Klang aus Mamas Bauch zum Beruhigen und Einschlafen,5fWJ4L5usESZWuZTu802jf,2017-01-20,album,https://i.scdn.co/image/ab67616d0000b273ea3a88d58e16b37cfd049485,270008,False,4,1,https://p.scdn.co/mp3-preview/692495000654c7fe6dd2b245721c2e572e75000d?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:63cF94IVypDuXV6yCEgPlD,0.272,0.143,10,-40.828,0,0.0407,0.962,0.971,0.113,0.135,187.415,3caKFrXOxBihGnxQ5qpIeB,spotify:artist:3caKFrXOxBihGnxQ5qpIeB,[],24
13,Advantage Becker,"Das Baby-Beruhigungs-Album - Der Klang aus Mamas Bauch zum Beruhigen und Einschlafen, Track 4: Entspannen",63cF94IVypDuXV6yCEgPlD,31,Das Baby-Beruhigungs-Album - Der Klang aus Mamas Bauch zum Beruhigen und Einschlafen,5fWJ4L5usESZWuZTu802jf,2017-01-20,album,https://i.scdn.co/image/ab67616d0000b273ea3a88d58e16b37cfd049485,270008,False,4,1,https://p.scdn.co/mp3-preview/692495000654c7fe6dd2b245721c2e572e75000d?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:63cF94IVypDuXV6yCEgPlD,0.272,0.143,10,-40.828,0,0.0407,0.962,0.971,0.113,0.135,187.415,3caKFrXOxBihGnxQ5qpIeB,spotify:artist:3caKFrXOxBihGnxQ5qpIeB,[],24
14,Monde des Titounis,La famille Tortue,4zMUFHBoj5RxSYXOYCm56D,30,Comptines pour bébés (Titounis Best of),2ywaMC0beADGLXe8rbIfNI,2017-12-02,compilation,https://i.scdn.co/image/ab67616d0000b273895fa44ff9f82e35549a1580,82466,False,17,1,https://p.scdn.co/mp3-preview/da135fe4b77a0c65e778b78857a26ec4fe6d5b58?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:4zMUFHBoj5RxSYXOYCm56D,0.74,0.152,7,-11.131,1,0.0866,0.896,1.71e-05,0.21,0.39,90.205,2ojTzBORrgTPHsG4aUXq6e,spotify:artist:2ojTzBORrgTPHsG4aUXq6e,['musique pour enfants'],50
15,A Mover La Colita Cumbias,Mentirosa,6f6MaYkvJHRthdEm7K4cp7,27,24 Cumbias Pa Bailar,2inSjrL3SWgaUIIXxChNPd,2017-03-02,album,https://i.scdn.co/image/ab67616d0000b2733e2396de5282580f00d3d897,205374,False,17,1,https://p.scdn.co/mp3-preview/c5cc40f88adb7f97853709671db556cb32b062d4?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6f6MaYkvJHRthdEm7K4cp7,0.783,0.826,8,-7.775,1,0.047,0.589,2.29e-06,0.0812,0.837,106.112,3wS45qW3uPN5HflTvcM78v,spotify:artist:3wS45qW3uPN5HflTvcM78v,[],38
16,DVBBS,Parallel Lines (feat. Happy Sometimes),7I49KefHnQONDAhR3A6jxX,27,Blood Of My Blood,69JIvWeQ2QbV8NLxR1jVKW,2017-10-20,album,https://i.scdn.co/image/ab67616d0000b273ef284411eef2e68300be15fa,200469,False,1,1,https://p.scdn.co/mp3-preview/bffda864e18e02d7b13950525b2414e59dd5884f?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:7I49KefHnQONDAhR3A6jxX,0.726,0.723,7,-3.827,1,0.105,0.212,0.0,0.113,0.211,108.028,5X4LWwbUFNzPkEas04uU82,spotify:artist:5X4LWwbUFNzPkEas04uU82,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",57
17,Naps,Barrio,0mt3UYq8qfu4gLKu2FIQuN,27,"En équipe, vol. 1",7FGICODx1rooUtgt8AXOkG,2017-09-15,album,https://i.scdn.co/image/ab67616d0000b273b25c4793b3319e23bed45336,132413,True,7,1,https://p.scdn.co/mp3-preview/c1c8637b2d62200dfc0e250985efa72752c6cd04?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:0mt3UYq8qfu4gLKu2FIQuN,0.827,0.734,0,-6.124,0,0.109,0.772,0.000107,0.108,0.809,108.026,6W5uA6CNMf3hd2j4a2XWCx,spotify:artist:6W5uA6CNMf3hd2j4a2XWCx,"['french hip hop', 'pop urbaine', 'rap marseille']",68
18,Stereoact,Ich will nur tanzen,1tK6OkmxJQHpOKC7oGE5sF,27,Ich will nur tanzen (feat. Laura Luppino),7oPmygpL6F6wrwOndvVHeN,2017-12-15,single,https://i.scdn.co/image/ab67616d0000b2739684d2af5031c1c4080b64b6,186789,False,1,1,https://p.scdn.co/mp3-preview/eeeecd2809bc7665c79e1c55a453eb17c758c524?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:1tK6OkmxJQHpOKC7oGE5sF,0.725,0.698,5,-4.848,0,0.0387,0.0187,0.000854,0.283,0.582,123.934,6dXL3SnQlCGX9LCUAyin6a,spotify:artist:6dXL3SnQlCGX9LCUAyin6a,"['german dance', 'german pop', 'schlager']",59
19,Nature Sounds,Hard Rain,1Hm4v7p8pLkYdRPqxSF4KR,25,Loopable Rain Sounds,786rbCBNtzWrIHwQunWfXo,2017-11-18,album,https://i.scdn.co/image/ab67616d0000b2730051103c3cb187fb72207a2b,120000,False,4,1,https://p.scdn.co/mp3-preview/f40f94ce7bd303a57ef176005efa8ee89611fc82?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:1Hm4v7p8pLkYdRPqxSF4KR,0.185,0.997,8,-12.933,1,0.0704,0.283,0.797,0.85,1e-05,100.31,4NqS7DbPFYwZmniGHCPMpm,spotify:artist:4NqS7DbPFYwZmniGHCPMpm,"['environmental', 'sleep', 'water']",60
20,Turner,Champions,69NQZFRwMdq00ye8TdbVAn,20,Upendo Riddim EP,0gWr6wM7rWnvdLy6HplH1f,2017-11-15,single,https://i.scdn.co/image/ab67616d0000b2739617a6824420e87da926d50d,203778,False,4,1,https://p.scdn.co/mp3-preview/92634c9abd5b32e1c45943058c7fead09844d69d?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:69NQZFRwMdq00ye8TdbVAn,0.765,0.771,8,-5.698,0,0.055,0.153,0.0,0.0528,0.964,108.959,6GOXDmGRGlW4EBQLIZbY0E,spotify:artist:6GOXDmGRGlW4EBQLIZbY0E,['soca'],14
21,RAIZA BIZA,Strong Woman (feat. REMI) - Remix,65vVTuJm0Rgi9rWf9xShtT,18,Strong Woman (feat. REMI) [Remix],6ql80PO2uoWoFOQB9dXFZD,2017-01-27,single,https://i.scdn.co/image/ab67616d0000b2732670abfd812918552cf08e0e,193043,True,1,1,https://p.scdn.co/mp3-preview/0fd064c3d09185b684286ca20e03a27d912233c2?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:65vVTuJm0Rgi9rWf9xShtT,0.771,0.465,9,-9.231,0,0.169,0.806,0.0667,0.154,0.6,91.971,5woPu1EbjrUxdisOcQL7uo,spotify:artist:5woPu1EbjrUxdisOcQL7uo,['nz hip hop'],24
22,王筱涵,愛你在心口難開,6Bb2J8Ol9MbtgZXoIWcLZ4,18,"紫丁香 恰恰專輯, Vol. 7",4MKmLF66peAUHbBTFcjhSM,2017-02-28,album,https://i.scdn.co/image/ab67616d0000b273c225c3f22437466e2033edaf,179564,False,10,1,https://p.scdn.co/mp3-preview/63e803c6915e682b0698a6fa7545d6c4b4e9d813?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6Bb2J8Ol9MbtgZXoIWcLZ4,0.626,0.424,6,-10.385,1,0.0303,0.575,0.0,0.227,0.849,119.328,27lhITmyZIy1MB9yZ5IUzz,spotify:artist:27lhITmyZIy1MB9yZ5IUzz,['vintage chinese pop'],22
23,王筱涵,愛你在心口難開,6Bb2J8Ol9MbtgZXoIWcLZ4,18,"紫丁香 恰恰專輯, Vol. 7",4MKmLF66peAUHbBTFcjhSM,2017-02-28,album,https://i.scdn.co/image/ab67616d0000b273c225c3f22437466e2033edaf,179564,False,10,1,https://p.scdn.co/mp3-preview/63e803c6915e682b0698a6fa7545d6c4b4e9d813?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6Bb2J8Ol9MbtgZXoIWcLZ4,0.626,0.424,6,-10.385,1,0.0303,0.575,0.0,0.227,0.849,119.328,27lhITmyZIy1MB9yZ5IUzz,spotify:artist:27lhITmyZIy1MB9yZ5IUzz,['vintage chinese pop'],22
24,Blue Topaz,Stubborn Spirits,5El6gT9rIT5MzOiyHiz18D,18,Schlep Around,2v8cYRMMRb8up7qh0tsvgL,2017-05-12,single,https://i.scdn.co/image/ab67616d0000b2735966288e5b973b99ec7a75b2,125755,False,3,1,https://p.scdn.co/mp3-preview/542889e6e086baf57722f7a9efdcae25b340e419?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:5El6gT9rIT5MzOiyHiz18D,0.798,0.764,0,-7.279,1,0.103,0.0219,0.85,0.0353,0.942,172.04,6HUKVcW14FHLDIsdAxtbTS,spotify:artist:6HUKVcW14FHLDIsdAxtbTS,[],16
25,Richard Hell,Liars Beware - 2017 Remaster Audio; Remastered,5Mn02am0TpEazd1LlPneGG,17,Blank Generation (40th Anniversary Deluxe Edition),69b7nBXWwREudaeDgIhZXA,2017-11-24,album,https://i.scdn.co/image/ab67616d0000b2732cde81d804869094109ec047,172413,False,2,1,https://p.scdn.co/mp3-preview/73ae823bf5fe16fd523fe0ec55e474d8a51557ce?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:5Mn02am0TpEazd1LlPneGG,0.594,0.983,4,-2.657,1,0.128,0.269,0.0151,0.214,0.388,118.839,121Q6oslYCMBYZHhOFL1RB,spotify:artist:121Q6oslYCMBYZHhOFL1RB,"['early us punk', 'post-punk', 'protopunk', 'punk']",32
26,Ancient Asian Oasis,Lotus Flower,1lR1dXPuWFdwEH14op1Ual,17,"Japanese Green Tea Ceremony – Asian Music, Finding the Balance, Zen Traditional Songs for Celebration",71mrdAyuMHidaG8y4HyLpu,2017-08-23,album,https://i.scdn.co/image/ab67616d0000b2731d4ad983ee75bc2c4a05b6b8,252631,False,22,1,https://p.scdn.co/mp3-preview/647de3dcf67369beedfab77d763c7a0ba758f51f?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:1lR1dXPuWFdwEH14op1Ual,0.118,0.0403,9,-27.52,0,0.0377,0.953,0.921,0.114,0.0333,64.959,1tqsJ5xvw9jonXHT9yGcxY,spotify:artist:1tqsJ5xvw9jonXHT9yGcxY,['japanese traditional'],24
27,Richard Hell,Liars Beware - 2017 Remaster Audio; Remastered,5Mn02am0TpEazd1LlPneGG,17,Blank Generation (40th Anniversary Deluxe Edition),69b7nBXWwREudaeDgIhZXA,2017-11-24,album,https://i.scdn.co/image/ab67616d0000b2732cde81d804869094109ec047,172413,False,2,1,https://p.scdn.co/mp3-preview/73ae823bf5fe16fd523fe0ec55e474d8a51557ce?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:5Mn02am0TpEazd1LlPneGG,0.594,0.983,4,-2.657,1,0.128,0.269,0.0151,0.214,0.388,118.839,121Q6oslYCMBYZHhOFL1RB,spotify:artist:121Q6oslYCMBYZHhOFL1RB,"['early us punk', 'post-punk', 'protopunk', 'punk']",32
28,NICO Touches the Walls,Ginger lily,2XJjspMQluwLDsLNqdcBbR,17,OYSTER -EP-,1zewCJMcw8Tf3GXbvxfiAI,2017-12-06,single,https://i.scdn.co/image/ab67616d0000b273e779512dad6a02a01126fb34,297453,False,5,1,https://p.scdn.co/mp3-preview/252aba56045bd877efbe6ddb04f3ad6137483bbc?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2XJjspMQluwLDsLNqdcBbR,0.369,0.904,3,-3.47,1,0.0685,0.00041,0.00696,0.107,0.106,158.068,16FpDRuy5xMHpuLYZV0Hkt,spotify:artist:16FpDRuy5xMHpuLYZV0Hkt,"['j-poprock', 'j-rock']",49
29,Desestresse,Lobos Aullando de Madrugada,2PvTFxUnEag0dmlw1Eruiq,16,Sonidos de la Naturaleza,6SToq12aZ4LRGzxewIeqmR,2017-07-01,album,https://i.scdn.co/image/ab67616d0000b273713cc1901e367978ac2af2e3,256992,False,6,1,https://p.scdn.co/mp3-preview/cb64c676bafea69e17ab4f773fece232a69f9e9b?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2PvTFxUnEag0dmlw1Eruiq,0.107,0.0548,7,-22.651,1,0.0398,0.969,0.447,0.0923,0.0468,71.274,4xJKEMAmtie6ggNlrzNhYM,spotify:artist:4xJKEMAmtie6ggNlrzNhYM,[],35
30,Bwncath,Cân Lon,7k4tIP93dmHlJphozS8ckP,16,Bwncath,6bIJAWFZzjtq9aoRAJxxb0,2017-08-01,album,https://i.scdn.co/image/ab67616d0000b273622a78cf175c6fafcca56b8c,167800,False,7,1,https://p.scdn.co/mp3-preview/bfa6d6a27502c8a38dca3c7af4e0890f5464fe0e?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:7k4tIP93dmHlJphozS8ckP,0.418,0.303,3,-9.923,0,0.0306,0.859,1.1e-05,0.149,0.31,134.491,5aKtTbvqxzMHFvbwVMREXk,spotify:artist:5aKtTbvqxzMHFvbwVMREXk,"['welsh folk', 'welsh rock']",29
31,松田彬人,新たな始まり,1yTmJ76swBSUKQL8LrN6fq,16,TVアニメ『響け！ユーフォニアム2』オリジナルサウンドトラック「おんがくエンドレス」,3qQmBRP0xB97fzfc81Cnb0,2017-01-11,compilation,https://i.scdn.co/image/ab67616d0000b273a142e4d8bbfc62c4d543201c,108320,False,2,1,https://p.scdn.co/mp3-preview/1fe7202512b46c108c3a45e963f045ff93f8fb4e?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:1yTmJ76swBSUKQL8LrN6fq,0.187,0.0917,3,-25.098,1,0.0342,0.93,0.0308,0.0899,0.148,60.606,4M3dmIzlttQpX4aiJwb2z1,spotify:artist:4M3dmIzlttQpX4aiJwb2z1,[],30
32,Wilko Johnson,Twenty Yards Behind,6zMfjSC3oXXSZGiqJ9JL3c,15,I Keep It To Myself - The Best Of Wilko Johnson,40VMdQRf8eJVAHLXClb006,2017-02-03,compilation,https://i.scdn.co/image/ab67616d0000b2734ae9cb7a61e51100967b6465,133133,False,1,2,,spotify:track:6zMfjSC3oXXSZGiqJ9JL3c,0.714,0.857,0,-4.757,1,0.0344,0.032,0.317,0.189,0.967,138.178,4cxBvDLaAh1LkoPyeRZsaS,spotify:artist:4cxBvDLaAh1LkoPyeRZsaS,['pub rock'],23
33,Wilko Johnson,Twenty Yards Behind,6zMfjSC3oXXSZGiqJ9JL3c,15,I Keep It To Myself - The Best Of Wilko Johnson,40VMdQRf8eJVAHLXClb006,2017-02-03,compilation,https://i.scdn.co/image/ab67616d0000b2734ae9cb7a61e51100967b6465,133133,False,1,2,,spotify:track:6zMfjSC3oXXSZGiqJ9JL3c,0.714,0.857,0,-4.757,1,0.0344,0.032,0.317,0.189,0.967,138.178,4cxBvDLaAh1LkoPyeRZsaS,spotify:artist:4cxBvDLaAh1LkoPyeRZsaS,['pub rock'],23
34,Sarah Menescal,Never Be the Same,28IwDFC8UkvssHLhmN8Kbw,15,"Vintage Café - Lounge & Jazz Blends (Special Selection), Pt. 10",4ZjnyOQnKl0sWoBE3ouYhV,2017-06-09,compilation,https://i.scdn.co/image/ab67616d0000b273c9244caefe8c480697457e26,236000,False,5,1,https://p.scdn.co/mp3-preview/d9135f34595088b92a95eb8c7424c872edb11daf?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:28IwDFC8UkvssHLhmN8Kbw,0.769,0.427,11,-11.122,0,0.0377,0.499,0.00062,0.184,0.715,124.985,4DpQLwz0jhUU7wuT9phTlD,spotify:artist:4DpQLwz0jhUU7wuT9phTlD,"['bossa nova cover', 'coverchill']",59
35,Churo Diaz,Marianita / Injusticia / Bendida Duda - En Vivo,6ILYyrG8ggLigKcvsqMdrK,14,Triunfantes (En Vivo),2ii3VSbcmonl8uamcQ7sp5,2017-02-06,album,https://i.scdn.co/image/ab67616d0000b273ab9cac5cdd441eaf885a92b7,691983,False,5,1,https://p.scdn.co/mp3-preview/ac1d4702799c5e9489139be7d4dcd06fdadeb52f?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6ILYyrG8ggLigKcvsqMdrK,0.558,0.682,4,-8.255,1,0.434,0.583,0.0,0.261,0.783,147.378,35hWXzGwF4IR8nRicL7jey,spotify:artist:35hWXzGwF4IR8nRicL7jey,"['vallenato', 'vallenato moderno']",45
36,Kyle Thornton & The Company,Kids,2ILoyEsyTvz8OarUnydfh6,14,WNDR,5cJy3jYcwzcgv0Zlnpshn8,2017-10-19,album,https://i.scdn.co/image/ab67616d0000b2737e762dd2381c359abc1f73e6,202303,False,4,1,https://p.scdn.co/mp3-preview/3677cfbaf978b6d009758962610456bae1bc0ea8?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2ILoyEsyTvz8OarUnydfh6,0.693,0.772,4,-7.348,0,0.0286,0.0145,0.004,0.0798,0.961,126.965,4mGPVJbOURnByVYcaQZa2J,spotify:artist:4mGPVJbOURnByVYcaQZa2J,['retro soul'],23
37,INES ERBUS,No No No,1Z5qB3hja2i6kwgWYVczMs,14,No No No,1SEdFA96t4VZfRGwfeksMZ,2017-11-07,single,https://i.scdn.co/image/ab67616d0000b273356ec6d69c848c8d4fc9d78e,201290,False,1,1,https://p.scdn.co/mp3-preview/7348f8901f9834325f36a328c4b88f0ccaba8f52?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:1Z5qB3hja2i6kwgWYVczMs,0.678,0.882,6,-2.966,1,0.109,0.0432,0.0,0.123,0.922,176.075,4QiVlRrZ7wKI3x1cIHoCYs,spotify:artist:4QiVlRrZ7wKI3x1cIHoCYs,"['croatian pop', 'slovenian pop']",15
38,Chunnilal,Ram Bina Koi Dham Nahi,70d5n4PQUHTkypx2ngVINS,13,Satyavadi Raja Harishchandra,5zxewlDfGxOX9ZRsinuds0,2017-03-18,compilation,https://i.scdn.co/image/ab67616d0000b273b46a848cb87034e2ff90ad0a,426527,False,18,1,https://p.scdn.co/mp3-preview/24cce674fe3ed64374f9bafdfceb15b181429262?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:70d5n4PQUHTkypx2ngVINS,0.542,0.686,10,-5.981,0,0.0449,0.58,0.000137,0.117,0.935,100.601,1ztGySwamWZAbzDW0BiYth,spotify:artist:1ztGySwamWZAbzDW0BiYth,[],8
39,Neverlur,Taarnet I Den Dype Skogen,5Q8eouJHrbKlnERQabcLYw,12,Op Under Fjeldet Toner en Lur,5LQanwdiEBFY6v6k05cwxq,2017-10-01,single,https://i.scdn.co/image/ab67616d0000b273aeaa2cfc335ed80ec74b4f73,297687,False,2,1,https://p.scdn.co/mp3-preview/d7ff7bcf65054690a6cbf8b924b30f2d63411f84?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:5Q8eouJHrbKlnERQabcLYw,0.362,0.0232,6,-28.166,1,0.0403,0.982,0.892,0.111,0.0382,78.094,6sVTUMKCtRxFJlJkHYM3je,spotify:artist:6sVTUMKCtRxFJlJkHYM3je,['dungeon synth'],8
