,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,album_cover_url,track_duration_ms,explicit,track_number,disc_number,track_preview_url,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
10,Montaigne,CHANGE,6tWrrQ0SAXzEc6HTfF3byZ,23,Complex,0m678DxMgp4FNzSFicTq4t,2019-08-30,album,https://i.scdn.co/image/ab67616d0000b273f5d1671667ac647b08ce5507,198040,True,1,1,https://p.scdn.co/mp3-preview/bec756b587a2c5243c90ee89acd02f872b8bf222?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6tWrrQ0SAXzEc6HTfF3byZ,0.779,0.743,1,-3.751,1,0.0548,0.301,2.58e-06,0.0772,0.65,117.989,1ZcnsSFqWusWlRK01vKE6b,spotify:artist:1ZcnsSFqWusWlRK01vKE6b,"['australian indie', 'australian pop']",51
11,Nerone,"Piacere, Max!",6ymAJ4m07IrM6sW8PD8NOq,21,GEMINI,13k9edoyg9kGbLMkHpSneJ,2019-06-14,album,https://i.scdn.co/image/ab67616d0000b273abc038a3f79148bc4f5587c3,134000,False,5,1,https://p.scdn.co/mp3-preview/3d22405b4e22b11d3a86ce2e94b83f75fe014f8a?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6ymAJ4m07IrM6sW8PD8NOq,0.806,0.755,1,-6.007,1,0.13,0.177,0.0,0.0724,0.559,120.043,7kG6A2lZMXeaD5YkubF5Kn,spotify:artist:7kG6A2lZMXeaD5YkubF5Kn,['italian hip hop'],46
12,Nerone,"Piacere, Max!",6ymAJ4m07IrM6sW8PD8NOq,21,GEMINI,13k9edoyg9kGbLMkHpSneJ,2019-06-14,album,https://i.scdn.co/image/ab67616d0000b273abc038a3f79148bc4f5587c3,134000,False,5,1,https://p.scdn.co/mp3-preview/3d22405b4e22b11d3a86ce2e94b83f75fe014f8a?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6ymAJ4m07IrM6sW8PD8NOq,0.806,0.755,1,-6.007,1,0.13,0.177,0.0,0.0724,0.559,120.043,7kG6A2lZMXeaD5YkubF5Kn,spotify:artist:7kG6A2lZMXeaD5YkubF5Kn,['italian hip hop'],46
13,Arcade Player,Good Egg Galaxy,4fqkzdmmstem9zMaCfVqH6,21,"Super Mario Galaxy, Greatest Themes & Sounds",1dwYiENOSjxFYK6FayYw4N,2019-07-27,album,https://i.scdn.co/image/ab67616d0000b2735917ccbf00301c45850d13c0,163747,False,10,1,https://p.scdn.co/mp3-preview/7efecf689a2b3ccd2b498a6921a7107672506b65?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:4fqkzdmmstem9zMaCfVqH6,0.41,0.265,0,-8.869,1,0.0303,0.381,0.671,0.408,0.299,76.132,1v4YnufenjE9BLAfP90qvt,spotify:artist:1v4YnufenjE9BLAfP90qvt,['sillycore'],53
14,Football Chants,Boca Locura,3PPC5rGRjKKmaDOktiOHlX,20,Canciones de Boca Juniors,0cIzx20BAtD4jn0X7fTA4L,2019-08-11,album,https://i.scdn.co/image/ab67616d0000b27313ac680ed45d2bc67b4296bd,116039,False,18,1,https://p.scdn.co/mp3-preview/75f78ac55d5e726c14f20fb381b6da547d656f28?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3PPC5rGRjKKmaDOktiOHlX,0.435,0.987,10,-12.649,0,0.143,0.799,0.000441,0.759,0.0411,141.642,3JlE91C90dhqu2RBciGD5U,spotify:artist:3JlE91C90dhqu2RBciGD5U,['fan chant'],41
15,Fabri Fibra,La Soluzione,470ApXrEU5fQjtiughUHF8,18,Il Tempo Vola 2002-2020,2t9xl2JQTdrndND3rdwIh6,2019-10-24,compilation,https://i.scdn.co/image/ab67616d0000b2738f3627f58f5d9a177497d106,239480,True,13,1,,spotify:track:470ApXrEU5fQjtiughUHF8,0.889,0.756,8,-3.809,1,0.27,0.135,0.0,0.0622,0.931,105.016,7u710e44HW3K7A5eTnRqHC,spotify:artist:7u710e44HW3K7A5eTnRqHC,"['italian hip hop', 'italian pop', 'rap napoletano']",65
16,Muted Color,Glued to the Floor,3Eo2uJhZwwyEGmC6RnRNCa,17,Pastel,4atzYhVGosCXHuxvf2GEEy,2019-06-21,single,https://i.scdn.co/image/ab67616d0000b273975ce7d2d796841b5f3e66c1,180000,False,2,1,https://p.scdn.co/mp3-preview/ed8e62e8a8482f59129e341a7e410b33e226ae33?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3Eo2uJhZwwyEGmC6RnRNCa,0.348,0.901,11,-5.841,1,0.0584,0.0505,0.01,0.0943,0.495,155.938,4wZ8VQ73g7CdsFdo4VXDJD,spotify:artist:4wZ8VQ73g7CdsFdo4VXDJD,['american shoegaze'],24
17,叶尔波利,日出,2FvSwwz7x664N8D4L8pAXV,16,塔尔图,2OodifDzFtUKGprKFeC83z,2019-03-05,album,https://i.scdn.co/image/ab67616d0000b2737412ed2870fce712b37cf89d,354806,False,4,1,https://p.scdn.co/mp3-preview/c4508ffd836fb208b232e68bcd3ea7107de3db46?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2FvSwwz7x664N8D4L8pAXV,0.499,0.152,11,-13.894,1,0.0441,0.9,0.00474,0.243,0.344,92.57,4qARHaGGXzJQ2adXG6ahM4,spotify:artist:4qARHaGGXzJQ2adXG6ahM4,['northwest china indie'],5
18,Beyond The Black,Heaven in Hell,4fEnSwciRYW0DrHPbbhxeE,16,Lost in Forever (Tour Edition),2rXXUN9fHQPQIFoC6X02dq,2019-06-07,album,https://i.scdn.co/image/ab67616d0000b273052235be1f0f0deba057a480,267733,False,12,1,https://p.scdn.co/mp3-preview/d3df9961d86f16fc05589ff8e35625626af8bcf8?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:4fEnSwciRYW0DrHPbbhxeE,0.487,0.849,11,-4.728,0,0.0423,0.000132,0.0,0.287,0.377,104.971,6swnqiL41Bd4gO2fnAXXrf,spotify:artist:6swnqiL41Bd4gO2fnAXXrf,"['gothic symphonic metal', 'slayer', 'symphonic metal']",44
19,The Carter Family,God Gave Noah the Rainbow Sign,6mEEV5LZwGEHvk348XHkCv,16,"Anthology, Vol. 1 (1929-1932)",5xpIYBCYuxcoHHCwPCbXRO,2019-06-21,album,https://i.scdn.co/image/ab67616d0000b273fccffde50abbd1aad5679cbf,206040,False,21,1,https://p.scdn.co/mp3-preview/89b1b1bb8ae5a12bad9dbe9ebc595782f4da9f02?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6mEEV5LZwGEHvk348XHkCv,0.693,0.292,4,-12.72,1,0.0319,0.97,0.000203,0.132,0.78,107.68,0FRIWJYklnmsll5M6h4gUL,spotify:artist:0FRIWJYklnmsll5M6h4gUL,"['appalachian folk', 'country gospel', 'traditional country', 'traditional folk', 'vocal harmony group']",36
20,Pastor Lucas Sekar,En Visuvaasa Kappal,6lEJY9QSF5kBBwa278AnlY,15,"Ella Ganathirkum Paathirar, Vol. 10",4xa8ws533R2tSQ6Cy5Yz4Q,2019-08-30,album,https://i.scdn.co/image/ab67616d0000b2730555d567185240d302757797,490978,False,8,1,https://p.scdn.co/mp3-preview/0aa08f3423973402cac3a4c19c647e96357f7313?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6lEJY9QSF5kBBwa278AnlY,0.689,0.608,4,-8.695,0,0.035,0.721,0.00452,0.383,0.79,142.502,3xkpFZ8BdtlyGILYXWzjVY,spotify:artist:3xkpFZ8BdtlyGILYXWzjVY,['tamil worship'],22
21,El Cebo,Se Tan Sincero,7rPx0ogPpsV7QKezWYW8Q0,14,Viaje,7nZuIokKB7MvNO10yMnKNT,2019-04-02,album,https://i.scdn.co/image/ab67616d0000b273962a162feabf359753e1aeee,190638,False,19,1,https://p.scdn.co/mp3-preview/19463d35478f9d75f2d74f3b303e8484af687cc7?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:7rPx0ogPpsV7QKezWYW8Q0,0.657,0.412,4,-5.449,0,0.032,0.615,0.0,0.113,0.302,111.109,42e8GmqonyHwYKtu9dush1,spotify:artist:42e8GmqonyHwYKtu9dush1,['manso indie'],23
22,El Cebo,Se Tan Sincero,7rPx0ogPpsV7QKezWYW8Q0,14,Viaje,7nZuIokKB7MvNO10yMnKNT,2019-04-02,album,https://i.scdn.co/image/ab67616d0000b273962a162feabf359753e1aeee,190638,False,19,1,https://p.scdn.co/mp3-preview/19463d35478f9d75f2d74f3b303e8484af687cc7?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:7rPx0ogPpsV7QKezWYW8Q0,0.657,0.412,4,-5.449,0,0.032,0.615,0.0,0.113,0.302,111.109,42e8GmqonyHwYKtu9dush1,spotify:artist:42e8GmqonyHwYKtu9dush1,['manso indie'],23
23,Sherlock Holmes Chronicles,Teil 26 - Folge 50: Der verbrauchte Talisman,3rS5G5cVgvAAOWvxDLuH5K,13,Folge 50: Der verbrauchte Talisman,5hmoPio9cidQp1wmVAk42v,2019-09-20,album,https://i.scdn.co/image/ab67616d0000b2737a694b25ee57f178907291a8,195533,False,26,1,https://p.scdn.co/mp3-preview/6cf38a755958617161ecf9fb343e7d048d381143?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3rS5G5cVgvAAOWvxDLuH5K,0.542,0.546,9,-9.203,1,0.424,0.476,0.0,0.449,0.256,149.482,1k4TqhNyFrsMTjyaFwSXpu,spotify:artist:1k4TqhNyFrsMTjyaFwSXpu,"['hoerspiel', 'writing']",56
24,Jazz en Serio,Mi Vida,0RXUuqozDlfIv2zvQu7gBj,13,Música Instrumental Lenta en Serio,0COb6S3Xa0ZHOCEIWcqdMN,2019-12-23,album,https://i.scdn.co/image/ab67616d0000b273e90117d523f304fed59ce70e,112946,False,3,1,https://p.scdn.co/mp3-preview/356d54ca9b5d723482b8bdd546fe51e59f418ec3?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:0RXUuqozDlfIv2zvQu7gBj,0.717,0.0428,8,-31.391,1,0.046,0.756,0.949,0.0984,0.549,84.995,4b2Imb9jv567cFaKgfOPwj,spotify:artist:4b2Imb9jv567cFaKgfOPwj,['dinner jazz'],40
25,Etoile De Dakar,Misterioso,6qzCGtAi9QO0z8Zgp9YF1y,12,Star Band de Dakar: Psicodelia Afro-Cubana de Senegal,0bjOzinhlC7MLmkB2VChey,2019-03-01,album,https://i.scdn.co/image/ab67616d0000b273749a20e7bd7b413b9f42494f,273949,False,2,1,https://p.scdn.co/mp3-preview/49dd47600ffaf60f59f4d320682d07014d01993d?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:6qzCGtAi9QO0z8Zgp9YF1y,0.72,0.644,6,-8.54,0,0.0422,0.533,0.00798,0.193,0.878,99.057,0ZEIBXEWSSTDLhheAO9Wyk,spotify:artist:0ZEIBXEWSSTDLhheAO9Wyk,"['mbalax', 'west african jazz']",22
26,Leandro Ávilla,Pitú Com Limão,4T6gYHtw1csA40ND7M9hLZ,12,No Boteco da Sofrência,17UROMLJp8Sdf10q6gUg1d,2019,album,https://i.scdn.co/image/ab67616d0000b27313df9d4ca2bda1197f73c293,169769,False,7,1,https://p.scdn.co/mp3-preview/29e09ff56fa7426ee99752c234e2a7ca67dd9329?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:4T6gYHtw1csA40ND7M9hLZ,0.743,0.668,11,-4.391,1,0.0798,0.639,0.0,0.16,0.753,139.907,3Z8LmKdg7t1h0CRivDI6CE,spotify:artist:3Z8LmKdg7t1h0CRivDI6CE,[],19
27,INSTASAMKA,200,3MFQ9WNuYOLMMKe84GiMrE,11,Born to Flex,1kqF8K0TredSK0sLrxaD4G,2019-06-17,album,https://i.scdn.co/image/ab67616d0000b2735548dfe72d3256a49bebeb55,113513,True,11,1,https://p.scdn.co/mp3-preview/935e57d6d2f9f6563fe4d57c80147f5113e51f96?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3MFQ9WNuYOLMMKe84GiMrE,0.839,0.808,5,-5.665,0,0.19,0.00442,0.00188,0.273,0.71,148.027,2SeRP5iAIhVec4azKHJzjX,spotify:artist:2SeRP5iAIhVec4azKHJzjX,"['russian hip hop', 'zhenskiy rep']",56
28,Heliosphere 2265,Teil 5 - Folge 6: Die Bürde des Captains,3xyq5GHWYDeYDgYMGUUsLg,10,Folge 6: Die Bürde des Captains,1pHgIeb9o595O0h679tpzB,2019-05-17,album,https://i.scdn.co/image/ab67616d0000b273359b1913be0761c59bcf54d7,180886,False,5,1,https://p.scdn.co/mp3-preview/b1389b0c9b9e5dd4445fb1a676e575dafd061014?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3xyq5GHWYDeYDgYMGUUsLg,0.449,0.534,7,-15.639,0,0.383,0.27,0.0,0.0724,0.134,82.692,2UMlap5ueo98gNzIAxx3hT,spotify:artist:2UMlap5ueo98gNzIAxx3hT,['hoerspiel'],32
29,The Kraneos,Vampira,0qTTSfkdN531EZGcxfOi3B,9,Dead or Alive (Remasterizado),0IR2tOClRUg2SNxD6yUmAx,2019-10-08,album,https://i.scdn.co/image/ab67616d0000b273bd030cf7b900f644e8f8bfa9,181226,False,9,1,https://p.scdn.co/mp3-preview/d375df65b5608529f4b472f932d9bb07f40896ed?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:0qTTSfkdN531EZGcxfOi3B,0.57,0.933,2,-3.69,1,0.0369,0.000299,0.0,0.117,0.233,110.138,5KpAX35ooEsbDoftfIFRAE,spotify:artist:5KpAX35ooEsbDoftfIFRAE,['baja indie'],2
30,DJ Meme,Rio 40º - DJ Meme Jazzy Mix,1xCQnYVmjHw7hPDW4BYu9e,9,Rio 40º (DJ Meme 1993 Unreleased Remix),0o08JrhgqlQazAfntvbJvh,2019-03-01,single,https://i.scdn.co/image/ab67616d0000b2738c414aac5a18346ba71f9056,338991,False,2,1,https://p.scdn.co/mp3-preview/d9ff8cc796953a64ad75d04e2e135d7112bfbac0?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:1xCQnYVmjHw7hPDW4BYu9e,0.739,0.978,2,-4.208,1,0.0582,0.0317,0.0,0.0809,0.41,98.216,4dXyuP5DZURgEyaBEas4H9,spotify:artist:4dXyuP5DZURgEyaBEas4H9,[],31
31,Nevver,Malos Hábitos,2GyAfhBc0y8ry7zQZQxMq1,9,Disforia,1816DFd9r1OQyoSuSbhUzq,2019-05-03,album,https://i.scdn.co/image/ab67616d0000b27301d5a7aacb4956f98dd78cfc,184756,False,5,1,https://p.scdn.co/mp3-preview/8abea55ac62562268f88281fc12457aef3eb6971?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2GyAfhBc0y8ry7zQZQxMq1,0.632,0.508,0,-10.478,1,0.0357,0.0571,0.00195,0.108,0.373,89.978,5G3lfgfMQhRVTXQwbXvzrW,spotify:artist:5G3lfgfMQhRVTXQwbXvzrW,[],12
32,Jon Sarta,Down by the Old Mill Stream,3172lNrRPoXejkUS5WlMbW,9,"Piano Lullabies for Bedtime, Vol. 2",1m52ZO35mQqzgRoSbRyp98,2019-07-22,album,https://i.scdn.co/image/ab67616d0000b2737183b8499918243da09f153a,100333,False,11,1,https://p.scdn.co/mp3-preview/78f04fc36a75a72da5357f4b6f082273fd844bae?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3172lNrRPoXejkUS5WlMbW,0.626,0.0169,5,-25.559,1,0.0484,0.993,0.748,0.0794,0.366,53.34,4k5gaSPRZvEwn4eTxuevAX,spotify:artist:4k5gaSPRZvEwn4eTxuevAX,['piano cover'],53
33,Lorenzo Mendez,Te Sigo Amando - Mariachi,498F0CwyUJlDKJKOrPiS0w,7,Te Sigo Amando,07Wb0nJzZrif70LW3gb2vB,2019-08-30,single,https://i.scdn.co/image/ab67616d0000b273028df6704762e662bbd0bc21,160287,False,1,1,https://p.scdn.co/mp3-preview/7a1397f25fbfe5d5b9527e7317027c277e73cce1?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:498F0CwyUJlDKJKOrPiS0w,0.334,0.355,9,-6.782,0,0.0434,0.172,0.0,0.141,0.427,154.45,4ZfUIdc5Zm3N4E05eRSGac,spotify:artist:4ZfUIdc5Zm3N4E05eRSGac,[],24
34,Silver Disco Explosion,Do You Wanna Funk?,00ug7WleiADmIevPOz5HGR,7,Funky Music Playlist,5E1qoFEv8QtA5c6eU9gBMg,2019-10-24,compilation,https://i.scdn.co/image/ab67616d0000b273fe871d735ac6c9b008388197,201000,False,3,1,https://p.scdn.co/mp3-preview/4aa60af95ac24c34648fa541514fc981b1c2790c?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:00ug7WleiADmIevPOz5HGR,0.827,0.403,3,-12.041,0,0.0745,0.172,0.000239,0.089,0.882,131.659,7ei2hgJmSk49f16vx2bM8J,spotify:artist:7ei2hgJmSk49f16vx2bM8J,[],21
35,brvnks,I Am My Own Man,3t6G7ZB4Ne5lmGmRBXadCV,6,Morri de Raiva,6gPoMchca8cwaSr7v5coCx,2019-05-31,album,https://i.scdn.co/image/ab67616d0000b27391eb0bacffc229c3781211a1,113320,False,8,1,https://p.scdn.co/mp3-preview/b3e472118e6f46205c89ef091054ed97c30164e4?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:3t6G7ZB4Ne5lmGmRBXadCV,0.47,0.951,4,-5.373,1,0.116,0.00104,0.00082,0.0657,0.559,116.419,3aiMnxQVc0OvFr5vv8g5VW,spotify:artist:3aiMnxQVc0OvFr5vv8g5VW,"['brazilian indie rock', 'shoegaze brasileiro']",20
36,Sincere Engineer,Overbite - Audiotree Live Version,2ZKW1m9gCsqfLu0mIqpn4s,6,Sincere Engineer on Audiotree Live,2gLqRES7MWBVhgAtNXyYXZ,2019-01-08,single,https://i.scdn.co/image/ab67616d0000b2737f171b5c8ee6e5a2a2bd74a2,172812,False,6,1,https://p.scdn.co/mp3-preview/a76aa7993b2de98e935f7147023b323b2804acf2?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:2ZKW1m9gCsqfLu0mIqpn4s,0.446,0.968,1,-5.968,1,0.081,0.00202,0.0,0.377,0.647,130.093,5l1QyUoZFlqTKJ1NrbCTu1,spotify:artist:5l1QyUoZFlqTKJ1NrbCTu1,"['5th wave emo', 'bubblegrunge', 'diy emo']",33
37,Modestep,Nothing,041NiutBHxgBzeT1puHiq3,6,Disciple 06: Mark Of The Beast,4ESF5Wk56QBa66JnWkRjr8,2019-03-29,album,https://i.scdn.co/image/ab67616d0000b273d11048cd72ade1536ccdf5d8,259200,False,1,1,https://p.scdn.co/mp3-preview/a7ce477f61a90a71158f3f1eb629b12f8a975ed4?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:041NiutBHxgBzeT1puHiq3,0.507,0.942,5,-3.131,0,0.246,0.000665,0.496,0.261,0.366,149.874,5zYJziKktyqWwmoAWXrShP,spotify:artist:5zYJziKktyqWwmoAWXrShP,"['brostep', 'filthstep']",44
38,Susanne Hanika,"Kapitel 49 - Der Tod versteht auch Dialekt - Bayernkrimi - Sofia und die Hirschgrund-Morde, Teil 6",57Ee5nMxhEmklZuCmA1f2V,6,"Der Tod versteht auch Dialekt - Bayernkrimi [Sofia und die Hirschgrund-Morde, Teil 6 (Ungekürzt)]",7zhUl69G5Tmk2rKlUcG9vZ,2019-06-28,album,https://i.scdn.co/image/ab67616d0000b273b8bea27d0b6d346987059b1d,188845,False,49,1,https://p.scdn.co/mp3-preview/ed66964071761ed4e2651c793f53b55d3a6c7061?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:57Ee5nMxhEmklZuCmA1f2V,0.742,0.272,6,-17.975,1,0.96,0.758,0.0,0.187,0.403,79.606,6zs2tKLiQD8AHwSNySbFxd,spotify:artist:6zs2tKLiQD8AHwSNySbFxd,[],42
39,Vick Allen,Time To Let Go,5mpkFawfcC3W7zHhlc9zfC,5,Untouchable,2s6HUeAdMJkEyZ63oWBekO,2019-05-09,album,https://i.scdn.co/image/ab67616d0000b2733f9c2ff44ed4711b5492c21e,248032,False,10,1,https://p.scdn.co/mp3-preview/c6fdcc292f963c305630d790318a6b605d211b74?cid=2252af966d654a1b96082cc58f6326f4,spotify:track:5mpkFawfcC3W7zHhlc9zfC,0.679,0.795,7,-6.051,1,0.0451,0.00783,0.00273,0.107,0.429,78.984,3fHQQINVTUT9lqoW3Vh0l5,spotify:artist:3fHQQINVTUT9lqoW3Vh0l5,"['southern soul', 'southern soul blues']",22
