,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
751,Renzo Biondi,Malizioso,4VDjBeLRFe0RGkhjYDIUkU,0,"Orchestra Renzo Biondi, Vol. 1",6JiQJunNd838z9X1DBGbar,2016-07-08,album,184295,False,6,1,0.566,0.447,0,-8.699,1,0.0453,0.748,0.698,0.0886,0.913,178.581,56WD4n7jvp49L652qA5rmW,spotify:artist:56WD4n7jvp49L652qA5rmW,['classic italian folk pop'],2
752,Swift,King,6FuM5iAvWQy6sH76xM4RT2,0,Higher Learning,6HNk5u7x8OO4YBDWKPCU71,2016-06-17,album,169920,False,8,1,0.676,0.725,1,-6.576,1,0.32,0.351,0.0,0.187,0.517,80.919,3wIHZJyOwDJ3SEIGvakxF5,spotify:artist:3wIHZJyOwDJ3SEIGvakxF5,[],4
753,Amen,같은 곳을 향해,1A795Xe4prUjOKlK869xax,0,With CCM 2,4C2VogIW2ApBc1FGauXXFX,2016-07-08,compilation,287986,False,37,1,0.514,0.387,0,-6.227,1,0.027,0.64,0.000348,0.109,0.0907,131.983,2a9N5IelKoqouTYUcE0cva,spotify:artist:2a9N5IelKoqouTYUcE0cva,[],0
754,JusticeBeats,They On My Dick,7pKHp4CgzWXgSodJ4GbITS,0,180,2ufiPOAzqIzh4OOCmIN6if,2016-09-16,album,157413,True,7,1,0.699,0.612,5,-6.458,1,0.328,0.148,0.000371,0.106,0.371,177.863,2uQ0Xo8AiVKsbNgq7xTIhx,spotify:artist:2uQ0Xo8AiVKsbNgq7xTIhx,[],0
755,The Iron Heart,Bloodshot,2z55xRPOTOYhlznJAKJ2an,0,Salon Des Refusés,5bvLYLJGh8grVo9PO5Ah87,2016-11-01,album,232354,False,1,1,0.375,0.882,4,-6.931,1,0.0892,0.00128,0.722,0.281,0.532,145.08,5EM6gDaa2l8PEy7mh1DVoH,spotify:artist:5EM6gDaa2l8PEy7mh1DVoH,[],0
756,Jonas Nkouka,Dieu ne ment jamais,6ghimxZMPGvjNQDLlUqV8E,0,Je te rends grâce,5oTD78oB2l9p6qUHwnmLS9,2016-10-06,album,249991,False,3,1,0.67,0.688,4,-7.843,0,0.0331,0.532,0.000963,0.0961,0.833,96.033,11ykvwta30Pk4KcquRD3EA,spotify:artist:11ykvwta30Pk4KcquRD3EA,[],0
757,Rugo,Un granchio,1HaPR1kVJJkcpENEyU8Lhw,0,Panta Rei,3TcOHan9gESWGibgMTtMHJ,2016,album,181995,False,2,1,0.617,0.394,11,-10.004,1,0.0287,0.666,0.567,0.12,0.232,114.987,3MMSwhvc2SpUr9pKsvhRGR,spotify:artist:3MMSwhvc2SpUr9pKsvhRGR,[],0
758,TempoMental,Stability,0s9hoSUokfjVPTuKjGIVtY,0,Loaded with Pain,1ec4JKf0msA7L10JBtNr8P,2016-10-04,album,262813,True,3,1,0.39,0.726,0,-6.59,1,0.0996,0.191,0.0,0.213,0.302,178.879,0YWsfpNYDsG9AR4LF0nPei,spotify:artist:0YWsfpNYDsG9AR4LF0nPei,[],0
759,Lee Aaron,Metal Queen - Live,5X94cdpAZYj6HX4KQFZYRy,0,Live From London,5cJaE6msI0Rry8wIdj3tJ0,2016-01-01,album,321705,False,11,1,0.374,0.631,5,-12.438,0,0.0556,0.000254,0.000156,0.402,0.272,111.964,6othYuSBXua4Mx2EW0S67p,spotify:artist:6othYuSBXua4Mx2EW0S67p,['glam metal'],28
760,Peter Elmberg,Sat Siri (Sikh Peaceprayer),5GBmzr21Qa5zQQXoKpUo51,0,12 Peace Prayers,3oJXb0i2iICPRqaQR5ieGU,2016-10-20,album,247066,False,8,1,0.524,0.247,7,-14.626,1,0.0365,0.956,8.52e-05,0.109,0.248,124.241,2KJjcLNjfSFOdbLN0d46Vh,spotify:artist:2KJjcLNjfSFOdbLN0d46Vh,['kalmar indie'],7
761,Coversión,"Eh, Tú!",2WAvzgfwUAGglnadJCedqs,0,Coversión III,5ZgC52LngYKsBxPFasj5mT,2016-02-15,album,215080,False,2,1,0.685,0.703,6,-5.217,1,0.0427,0.332,0.0,0.0865,0.87,130.032,0dXayghueGP1FC4KQXNR5K,spotify:artist:0dXayghueGP1FC4KQXNR5K,[],0
762,Wild Iris,Wild Iris,6VFtrXyZVI37doIvGY0UvM,0,Wild Iris,18SrDBEf4AunwCO5zGHsgl,2016-04-19,album,250933,False,4,1,0.257,0.499,10,-6.576,1,0.0284,0.591,0.0,0.104,0.519,177.358,71KAzVq3JQTI0Zas0rYdqy,spotify:artist:71KAzVq3JQTI0Zas0rYdqy,[],5
763,AXS Music,Mystere A Sebastopol,2REpos8N9ZVwY5KEdRRbFm,0,"Ultimate Beds, Vol. 1",2mpJ3eM4LkUwJKnmXw0SJB,2016-12-30,album,130390,False,24,1,0.704,0.489,4,-13.637,1,0.112,0.186,0.778,0.187,0.177,121.753,4DNCuKvsum3N27ll9UNhwT,spotify:artist:4DNCuKvsum3N27ll9UNhwT,[],29
764,Tai Upgrade Rotan,Acidic Initiation (Instrumental),6dbF1IKyH4qq4bwQ8zYeic,0,Imaginarium (Instrumental Album),3qKYO7SgrAR7xNpdXVrMgb,2016-08-02,album,218000,False,1,1,0.693,0.319,5,-10.438,1,0.0364,0.000946,0.527,0.104,0.0552,130.008,2xxNjjQgdlOXWFRwF2wqIG,spotify:artist:2xxNjjQgdlOXWFRwF2wqIG,[],0
765,Deep Sleep Relaxation Universe,Sleep Music to Help You Relax All Night,1e392oqsuaTg5qnhB6ybyz,0,"Music for Restful Sleep - Massage and Sleep, Sleep All Night Long, Positive Music for Night",0vTijr2FTw0y8Tq0zKNpFy,2016-03-15,album,244939,False,2,1,0.149,0.0197,3,-30.721,0,0.0358,0.994,0.937,0.102,0.0755,79.926,5ObxTEMsURKCs0P9TsAGSI,spotify:artist:5ObxTEMsURKCs0P9TsAGSI,[],22
766,Dormir,Sommeil du soir,3KxTzQfDICJ8meuREzcxhM,0,Drones de nuit,5ZdXdrp5f3FCtcE4e3b5VG,2016-12-26,album,436035,False,18,1,0.163,0.148,5,-23.373,1,0.0358,0.85,0.888,0.371,0.0433,75.609,2hpHYtsj6vW1VMazRvvDTg,spotify:artist:2hpHYtsj6vW1VMazRvvDTg,[],0
767,So Aran,TV TV TV,3gLa6M6wxr4KD9XrLLhaH4,0,Healing New Age Piano listening quietly and resting,4HrWwrVl3RE5amPSWZ9mlm,2016-07-07,compilation,131056,False,9,1,0.493,0.142,5,-19.947,1,0.063,0.993,0.911,0.075,0.566,76.243,1A4BlB9Ruff5ZD2766XREz,spotify:artist:1A4BlB9Ruff5ZD2766XREz,[],0
768,Blue Claw Fitness,10 Minute Nonstop Workout (Dance Mix),54FAKza1Je5lReYPSmZL0i,0,Intense Cardio Music Playlist (140 Bpm) [32 Count] [5 Minute Intervals],3vBJDMNi8AESJrbN9UV35u,2016-02-03,album,606028,False,36,1,0.633,1.0,10,-3.959,1,0.0398,0.00283,0.87,0.0429,0.928,140.003,5BX2b2L9AAckq4mJ0aKpwI,spotify:artist:5BX2b2L9AAckq4mJ0aKpwI,[],12
769,Classical Christmas Music and Holiday Songs,White Christmas,56sIPenQ41csGn1hwKAdmr,0,"Christmas Holiday Piano Music – New Age Music, Instrumental Christmas Carols, Traditional Music",3OGstfwXxAD6FaA41Z4Ghi,2016-11-23,album,140636,False,11,1,0.619,0.449,0,-16.489,1,0.0548,0.968,0.969,0.121,0.829,120.019,7hxPJpL6DqQmyRAGh3tBYz,spotify:artist:7hxPJpL6DqQmyRAGh3tBYz,['christmas product'],1
770,The Crosstones,Mirrors,7JtY3XLYKz9XqttyJTb02r,0,Once in Our Lives,1uCvoSp2JAr7XB52eH9v2i,2016-11-18,album,280066,False,11,1,0.456,0.752,1,-7.699,1,0.073,0.617,0.0,0.131,0.692,77.27,7oJBI4ACQZJnxRH0P6Yikb,spotify:artist:7oJBI4ACQZJnxRH0P6Yikb,[],0
771,Backing Track Central,All of Me (Originally Performed by Willie Nelson) [Instrumental],1vYj2sX7M63zE53fW0snbZ,0,"Backing Tracks for the Discerning Professional, Vol. 23",2qA2mkPbRMIXiqHfpz40Pg,2016-05-26,album,224304,False,15,1,0.637,0.489,7,-13.697,1,0.027,0.0498,0.911,0.161,0.576,138.894,7bdV46PH2o1CcM0BwRoyqG,spotify:artist:7bdV46PH2o1CcM0BwRoyqG,[],5
772,By The Beach,Ljudterapi,5UI08TWg940PyF795iQjPd,0,Buddistisk Meditation Musik - Andlig Healing,718oow3KKWgi40EKvqaleD,2016-10-06,album,342935,False,4,1,0.356,0.0288,3,-26.442,1,0.0549,0.872,0.0758,0.0961,0.181,81.827,4ao0Of0YDkbJFXRBNYMehY,spotify:artist:4ao0Of0YDkbJFXRBNYMehY,[],1
773,Hesron Caprinny,Desejo Ser Fiel,2n0pmTPzNw5IQ03sDfcZk7,0,O Dia Chegou,5XczIQuJEYeahZvLiiUJuS,2016-07-18,album,310282,False,4,1,0.56,0.533,4,-8.782,0,0.0504,0.755,0.0,0.0968,0.355,81.693,6LJ7vTm1FO7Y660YLgVRLi,spotify:artist:6LJ7vTm1FO7Y660YLgVRLi,[],2
774,Piano Lounge Club,Evening Party Chillout,22dK7pAR7bZANKBUFPPimF,0,"Elegant Jazz Party – Beautiful Instrumental Sounds for Dinner, Romantic Evening, Cocktail Party & Any Elegant Occasions",5GPpkGYO6uAGgyKWwAxO0w,2016-12-29,album,196500,False,24,1,0.787,0.249,9,-13.987,0,0.0624,0.989,0.874,0.131,0.875,112.476,3AuY5trVzsqpLiLrbXe7hi,spotify:artist:3AuY5trVzsqpLiLrbXe7hi,[],15
775,Brainwaves Mike,Warm Heart,5zRfJcut0NEkmylfrHm08j,0,Sleeping - Relax Music,24535WHkVTF9YtxZwJrnkS,2016-04-19,album,377857,False,5,1,0.0827,0.0694,0,-24.414,0,0.0353,0.967,0.965,0.111,0.0359,82.56,7wrJ8gkXGsFza0JTGjMccw,spotify:artist:7wrJ8gkXGsFza0JTGjMccw,[],6
776,"Nature Sounds Relaxation: Music for Sleep, Meditation, Massage Therapy, Spa",Hatha Yoga,6xC4NdOJg59BYeAOMC3O5Q,0,"Soothing Yoga Music – Peaceful Sounds of New Age Music, Mindfulness Meditation, Healing Reiki, Brain Waves, Relaxation Music",4fVrJlev86r4KWe2zggiww,2016-10-27,album,268479,False,14,1,0.257,0.0273,0,-21.505,1,0.0338,0.963,0.844,0.111,0.0375,87.67,1qzR1EqCmsTDa9AwBLTT4b,spotify:artist:1qzR1EqCmsTDa9AwBLTT4b,"['environmental', 'sleep']",19
777,DJ Sly (IT),For The Kraftwerk - Danilo De Santo & Toni Alvarez Remix,0ASdSixpJfe8AZJXiM2YW0,0,For The Kraftwerk (Danilo De Santo & Toni Alvarez Remix),4f4iSPYwu97lkUmCzWt5v3,2016-10-10,single,382449,False,1,1,0.739,0.913,6,-6.951,0,0.0521,1.79e-05,0.85,0.117,0.437,123.011,1aArSJiFa3t4aensWJNIQb,spotify:artist:1aArSJiFa3t4aensWJNIQb,[],3
778,Marino Punk,Nasdrovia,4HpM4azitk3dCDGZdmKtQz,0,Accordeon Festival vol. 78,7mbQ7RVBCJ799II9DWWMR3,2016-11-19,compilation,237000,False,13,1,0.47,0.339,5,-8.65,1,0.0372,0.907,0.78,0.154,0.667,133.355,5JizBhY5Hq3axtmiluvTDo,spotify:artist:5JizBhY5Hq3axtmiluvTDo,[],0
779,Klaus Schulze,"Phantom Heart Brother, Pt. 2",3oTVSlTQQsVy1ddyj9hnpj,0,"The Dark Side of the Moog, Pt. 3",1G5tKB1vpDThy7tLHCJFKY,2016-01-29,album,735533,False,2,1,0.0689,0.231,2,-18.867,0,0.0372,0.893,0.83,0.0871,0.0348,77.568,3U2U4TR03ZuStsizrv0EJB,spotify:artist:3U2U4TR03ZuStsizrv0EJB,"['ambient', 'berlin school', 'krautrock', 'rock keyboard']",35
780,Rain Sounds XLE Library,Rain Sound: Sky,7vXCNKpgezrt4W5d7tx8dO,0,Nature Sound Library,2sTqongHRyNA8cvGeDzmYX,2016-08-21,album,117858,False,23,1,0.315,1.0,8,-28.436,1,0.035,0.869,0.67,0.965,1e-05,85.69,0MzLFY17BkARAA3W94HeCI,spotify:artist:0MzLFY17BkARAA3W94HeCI,"['environmental', 'sleep']",32
781,William S. Fischer,Bat Bi Hiru Lau,67Kv0WATDWX15cHk6086wz,0,Selects Boom Shaka Laka: 10 Years,6LIUfUrbliDAHZWutKsd2R,2016-11-11,album,201953,False,15,1,0.498,0.91,7,-6.806,1,0.0486,0.00389,0.87,0.143,0.674,108.531,5ID2qPzLDLzxkDIRLORGTe,spotify:artist:5ID2qPzLDLzxkDIRLORGTe,['psychedelic soul'],9
782,Alex Gino,Kapitel 50 - Melissa,0OBzDMXEAqv78wW0S9lBCF,0,Melissa (Ungekürzte Lesung mit Musik),2KHSB5eMoekS6NeyjLxWO6,2016-08-25,album,184657,False,50,1,0.621,0.296,7,-13.715,1,0.96,0.489,0.0,0.277,0.272,179.206,4jxPsAdvgVW4E2g3DW2Jks,spotify:artist:4jxPsAdvgVW4E2g3DW2Jks,[],5
783,Loopable Moods,Gong Reiki - Gong Zen - Loopable,69hFRe4bbR36iGpKS28nHG,0,"Loopable Zen, Pianissimo, Drones and Gongs for Meditation Therapy, Peaceful Relaxation and Study",0IT2s0aqXuAB1t469wnMPS,2016-10-14,album,240000,False,8,1,0.168,0.0116,0,-37.238,0,0.0519,0.995,0.978,0.127,0.0347,128.808,3EHzaNy7EQDsvSJAZ5LZSd,spotify:artist:3EHzaNy7EQDsvSJAZ5LZSd,[],5
784,Sak Chaime,Resort,2kpNElIjcICRlmvCvfA2kP,0,Deep House 2017,0ttxShsaRfV2iJWEMUV57R,2016-12-30,compilation,265411,False,18,1,0.799,0.834,7,-8.072,1,0.0595,3.21e-05,0.815,0.0723,0.498,122.99,6UykWMU25QLe64UtNVeQ8t,spotify:artist:6UykWMU25QLe64UtNVeQ8t,[],9
785,Dimension's Gate,Paradise expedition-2016,4raV985ivs49QsciSnQtnK,0,DG BEST,3EoXRtJjzgn1TBgH7pELyo,2016-05-08,album,293021,False,4,1,0.334,0.975,5,-1.604,0,0.227,0.00671,0.0,0.322,0.328,190.1,3NBfGx8V65wjxSZqyj1efo,spotify:artist:3NBfGx8V65wjxSZqyj1efo,['touhou'],0
786,Jacob Narverud,Nothing Left to Say,27KXwtaL9ipqcE9VpwSKou,0,Rite of Passage,65dtVOu5591HNaBG9pD0Xe,2016-05-23,album,378373,False,1,1,0.162,0.0693,2,-24.246,1,0.0368,0.989,0.106,0.0662,0.0377,87.023,181GNKIHQvmQmwASMHfNf8,spotify:artist:181GNKIHQvmQmwASMHfNf8,[],0
787,Divide & Wenceslao,Bibliotheque's King,60kQ7574NUZbkGkeyvQysM,0,El meu hàmster domèstic vol ser un animal salvatge,23fs9LgRhOuGLhbOJEl1xq,2016-01-01,album,184888,False,10,1,0.785,0.565,11,-7.36,0,0.0601,0.0133,0.0,0.115,0.705,134.983,5ENmxNjMrquE7TckS6LIZh,spotify:artist:5ENmxNjMrquE7TckS6LIZh,[],0
788,HB officiel,Pensando en ti,2VOsLTD6wkMWoWpOvRR5DD,0,Pensando en ti,32EKkJA4oJsmWgp3ucyRSV,2016-12-06,single,220865,False,1,1,0.621,0.886,8,-5.24,0,0.0427,0.218,3.93e-05,0.184,0.635,150.036,4xJIH2zwVV4v1ZSoDvCWAh,spotify:artist:4xJIH2zwVV4v1ZSoDvCWAh,[],0
789,Tommy Blackout,Unbetitelt,55Rea6lkcSU5o8GSW4okCp,0,Prolog,3CVRxxVcqVq5W2coYtIWoT,2016-06-30,album,167356,False,6,1,0.593,0.735,8,-7.668,1,0.448,0.897,0.0,0.1,0.419,86.978,6AtnpeGxW6l2QvLTgli38R,spotify:artist:6AtnpeGxW6l2QvLTgli38R,[],5
790,Skowyrni,Spanie,0nGJpdGGKosXEbz6Fhbrwx,0,Tam na Polu,3Q0BQBd2NnTUAURuDSaFvz,2016-11-01,album,121013,False,8,1,0.738,0.785,9,-7.212,1,0.0489,0.33,2.87e-06,0.0871,0.967,149.82,3QZTfdMtqD2JRrB9froKWD,spotify:artist:3QZTfdMtqD2JRrB9froKWD,['goralski'],14
791,Super Duper,Halfpenny Opera,40tv7vrUKInafr54Hz0cc2,0,Hot Wood,3Q3atIMfAxnZMflnjoH7RJ,2016-11-14,album,301366,False,4,1,0.616,0.892,2,-4.886,1,0.0738,0.23,2.07e-05,0.0541,0.678,133.86,0dNVHJEqJsAQ1NHUX79TzR,spotify:artist:0dNVHJEqJsAQ1NHUX79TzR,[],0
792,Cvinger,"Psalm, of a Hollow Man",2b6KXdvQkDhJLVixFrk3EQ,0,Embodied in Incense,4jf07mdWovgpgZy8Os9cmN,2016-05-23,album,323493,False,2,1,0.195,0.979,1,-7.594,0,0.101,4.84e-06,0.354,0.343,0.0991,109.751,18iecOZuuyVQKiETcrkEAI,spotify:artist:18iecOZuuyVQKiETcrkEAI,['slovenian metal'],2
793,Kodiking,This Love - Original Mix,3uZQb3oX12dkC1I3vV17mS,0,This Love,03O14gsIIvu01pb1baFMkg,2016-01-17,single,274652,False,1,1,0.6,0.914,11,-6.517,0,0.0753,0.00753,0.000414,0.272,0.313,126.16,2ijrJUW9JS6ZtfUSTnex8m,spotify:artist:2ijrJUW9JS6ZtfUSTnex8m,[],0
794,Markus Stromiedel,"Kapitel 144 - Der verbotene Turm - Der Torwächter, Teil 3",4MPoQ7rr123CQYWlddoVfb,0,"Der verbotene Turm [Der Torwächter, Teil 3 (Ungekürzt)]",6EbUOe1EPadD9Za3xTYFTL,2016-01-15,album,180006,False,144,1,0.673,0.467,2,-17.433,1,0.931,0.456,0.0,0.239,0.46,86.314,33KXhyBOTG2PJ4rN9Pjy5H,spotify:artist:33KXhyBOTG2PJ4rN9Pjy5H,[],6
795,Novo Som,Acapulco Express,56QYJSbiLvyzcNkorjWShJ,0,"Club Privé, Two (High Class Tracks)",4pzJ9N1MBhmZubS9B7kxx3,2016-02-12,compilation,121346,False,16,1,0.489,0.391,10,-13.225,1,0.117,0.838,0.885,0.0974,0.642,174.091,5Ndy97bmXPTeg8Cer60Rtl,spotify:artist:5Ndy97bmXPTeg8Cer60Rtl,"['brazilian gospel', 'gospel antigas', 'groove gospel']",46
796,Braintrax,Know to Win,3b5euKHciMn1ez6nYj9Egy,0,Braintraxmusic da Mixtape,4AfU5mktcgDYxlRb85wP8a,2016-07-01,album,159451,False,4,1,0.796,0.823,4,-6.231,0,0.111,0.358,0.000361,0.19,0.74,94.926,055NoffDwAt2Z8ODxQtn1d,spotify:artist:055NoffDwAt2Z8ODxQtn1d,[],0
797,DaReal Dro,Black Out,2pV5OKcI9q7uozAfTra5s0,0,Son of a Teacher (The Education of Dro),1uGvq76HDZbgySAz0L1qvn,2016-10-24,album,165198,True,21,1,0.863,0.698,8,-7.952,0,0.293,0.665,0.0,0.123,0.626,88.988,7fThllBb95WCYg8a7uRT1b,spotify:artist:7fThllBb95WCYg8a7uRT1b,[],0
798,Barry Delaney,Widow's Walk,4zsziSv0dscNydhDIrcawU,0,Stories I Tell,6CykcMRn8g6ZwZsAdrHV9n,2016-10-18,album,285573,False,15,1,0.375,0.379,0,-10.359,1,0.0297,0.766,0.0,0.128,0.334,102.929,18SglTJNjrLMTN5x47vuT2,spotify:artist:18SglTJNjrLMTN5x47vuT2,[],0
799,Carmen Geiss,Kapitel 13: Fame,0E0JWBZLldqid8BuVCETeK,0,Der Burner,50LkcIB6yehdsUqEPhDtO2,2016-12-16,album,222087,False,13,2,0.42,0.811,8,-7.578,1,0.425,0.687,0.0,0.537,0.777,83.998,2bt8KU8DHsOEdAbFBWqVyl,spotify:artist:2bt8KU8DHsOEdAbFBWqVyl,[],29
800,Malena Aballay,The Train Song,5PaXXpAZQRrvZaka1vscHm,0,This Album Has No Title,2itjUWBIXikLXradU4be4l,2016-04-18,single,272144,False,4,1,0.549,0.438,2,-10.113,1,0.028,0.553,0.000774,0.163,0.25,140.019,31fAyYMyqD6D4zlBej5fcp,spotify:artist:31fAyYMyqD6D4zlBej5fcp,[],0
801,Dot Dash,Something in-Between,5AWC7rc7CAr53dRik68McH,0,Searchlights,6lzzghr8WjDDpzd1VaEvDM,2016-06-14,album,235253,False,12,1,0.12,0.931,6,-6.41,1,0.0607,0.000363,0.0372,0.108,0.218,165.114,16kylvCw0DbX99t7Mz8PdU,spotify:artist:16kylvCw0DbX99t7Mz8PdU,['dc indie'],1
802,Matt Paxton,Trains and Bicycles,4XY9yZIiGsQKefQg4TcEoc,0,Hand Drawn Maps,4GWiR4QpccuB8Q0gytLygd,2016-08-05,album,153853,False,2,1,0.395,0.538,0,-10.091,1,0.0367,0.624,4.39e-05,0.102,0.382,145.106,3CGHm76I0utfHjIb5T1ebo,spotify:artist:3CGHm76I0utfHjIb5T1ebo,['hamilton on indie'],0
803,The Dan Ryan,Tomb,1iaYy0tORLb59GEIUqk3Qu,0,The Dan Ryan LP,2U1vHTpvsuNIby69VMPC3Q,2016-05-27,album,377301,False,5,1,0.364,0.431,0,-8.751,1,0.0291,0.526,0.75,0.12,0.13,95.831,7Dm2aLrIF4EKSCHJjREJr2,spotify:artist:7Dm2aLrIF4EKSCHJjREJr2,[],0
804,Nature Sounds,Follow the Flow,50xQzuuO1xZZsoVXj1HsDp,0,Nature Surround Sound,1HuZgGbOxdKFlH8xQKl6xE,2016-06-10,album,214722,False,25,1,0.161,1.0,8,-14.626,0,0.0589,0.261,0.71,0.985,1e-05,97.34,4NqS7DbPFYwZmniGHCPMpm,spotify:artist:4NqS7DbPFYwZmniGHCPMpm,"['environmental', 'sleep', 'water']",60
805,Beach Waves Specialists,Bright Miami Beach Waves,2YSLxxak1IaGSgBTog4FrE,0,Ocean Sounds,5IEYVj30JrHIBRWqqFO4Xp,2016-09-16,album,219062,False,9,1,0.204,0.961,10,-23.634,0,0.0509,0.365,0.829,0.541,1e-05,85.962,4ioOwRZFPxZUfZqWznEGCu,spotify:artist:4ioOwRZFPxZUfZqWznEGCu,[],5
806,Meditation,Meditation Background Music,4Q9zLkXfhid81kCqXimYb0,0,"Meditation Therapy – Peaceful Piano & Flute Relax, Chakra Healing, Brown Noise, Ambient Music for Restful",0ImkcCllM5n9rJngKl9Rrw,2016-09-28,album,240667,False,13,1,0.174,0.118,10,-22.378,1,0.041,0.912,0.975,0.11,0.0353,88.212,09GmCpZ59IcRJ6ctUDoonQ,spotify:artist:09GmCpZ59IcRJ6ctUDoonQ,['meditation'],37
807,Henrik Janson,"River Flows In You (From ""Twilight: Breaking Dawn"")",1rfFx4qUUdlBwOnNpBqfXb,0,Guitar Music,34bs7ND3hr0nKJVROm3eL5,2016-11-20,album,137485,False,3,1,0.676,0.42,6,-7.599,0,0.06,0.969,0.925,0.135,0.317,132.387,5kIhxGyX6VtcsLk88dwYED,spotify:artist:5kIhxGyX6VtcsLk88dwYED,['chill guitar'],46
808,Serenity Relaxation Music Spa,100 Songs to Sleep,6erswE2C22uw8XylqiXS9B,0,"101 Zen Serenity - Relaxation Meditation Asian Yoga Songs for New Age Study, Massage and Deep Baby Sleep",3I2ebTn3cG4IMa00KbAhEd,2016-06-20,album,314305,False,100,1,0.11,0.00425,5,-32.108,1,0.0403,0.985,0.858,0.0748,0.0574,174.424,6v3mMRIj4satcAcH0PZAda,spotify:artist:6v3mMRIj4satcAcH0PZAda,[],4
809,Allan Lauridsen Group,Mysterious Garden,5BlWVGiy0paEl1ODNvBbeI,0,Jazzmeditation,2KYXY5n98IA01COg5jot3W,2016-11-23,album,515604,False,5,1,0.568,0.447,11,-15.178,0,0.0386,0.501,0.834,0.11,0.321,79.977,7agPx6VWNOud5LeV3YVGg3,spotify:artist:7agPx6VWNOud5LeV3YVGg3,[],0
810,Sleep & Dream Music Academy,Spirituality,1OT5fBkR5yllnfLWn1tuSC,0,"Dreams of You – Calmness Sounds for Sleep Deeply, Good Rest with Peaceful Music, Sleepy Sleep, Relaxing Music",23s0NcaDtcSv3goCLgqHjQ,2016-05-27,album,238221,False,7,1,0.125,0.143,10,-21.301,1,0.0395,0.963,0.872,0.103,0.0371,75.806,3hRFUzLC0sSYDIVjyWyUUa,spotify:artist:3hRFUzLC0sSYDIVjyWyUUa,[],16
811,Christmas Time,The Most Wonderful Christmas Time,6TtMf624N3ReLqUktOHnFH,0,New Years Eve Music: The Best New Years Eve Relaxing Songs to Celebrate the Christmas Season,1rOhnfIViyS68M9K3brkqU,2016-12-02,album,352740,False,18,1,0.505,0.024,10,-19.043,1,0.0429,0.785,4.28e-05,0.0575,0.262,177.824,0MBJpaPhr1vvpnSx4iOdxo,spotify:artist:0MBJpaPhr1vvpnSx4iOdxo,[],2
812,Digiffects Sound Effects Library,Wolf Howling Version 1,2RPWnYY4sZuQI2thMPqlBI,0,Predators & Scavengers Sound Effects,0dm1u4lF5VFpHJetuchYrg,2016-02-27,album,7370,False,96,1,0.0,0.0923,4,-13.285,1,0.0,0.994,0.995,0.0,0.0,0.0,6whPaMyAuGAKK63gAFDiFy,spotify:artist:6whPaMyAuGAKK63gAFDiFy,['sound effects'],39
813,Andrew Behar,Chapter 17 - The Shareholder Action Guide - Unleash Your Hidden Powers to Hold Corporations Accountable,6TpVx8pklY99ujzaszWUnn,0,The Shareholder Action Guide [Unleash Your Hidden Powers to Hold Corporations Accountable (Unabridged)],6tnbytIvdnUGYDpppYSuJB,2016-11-14,album,435503,False,17,1,0.629,0.226,8,-22.029,1,0.962,0.912,0.0,0.393,0.766,82.757,5xC6O0qLZyRzc1AQnP5STa,spotify:artist:5xC6O0qLZyRzc1AQnP5STa,[],0
814,Aoi Dos,Time of cleanup,2TvIYOZx3S9yY4KX2hM40S,0,I will send you,3YDv442SNhS7rJBtkRLzZj,2016-07-19,single,138814,False,2,1,0.563,0.0484,6,-21.892,0,0.0621,0.994,0.884,0.103,0.345,139.112,7gpafyQSQH4oqsvMNwEHoj,spotify:artist:7gpafyQSQH4oqsvMNwEHoj,[],0
815,Day Spa Academy,Sensual Massage,2VGCG3nfFFs6fu2My1tkst,0,"Inspire Balance for Massage - Sounds of Nature, Sensual Massage, Beautiful Sounds for Spa, Just Chill",1S5Dd1yHqNBLjDpzt46qTn,2016-06-21,album,314921,False,2,1,0.116,0.0321,11,-29.59,0,0.0421,0.869,0.824,0.112,0.0361,73.865,3fItWgQLOB2iMi4tTiWSAM,spotify:artist:3fItWgQLOB2iMi4tTiWSAM,['spa'],5
816,Calming Sounds,Learning with Nature,4bXAKhRu3z7geYblsS4zil,0,Keep Calm and Study – Deep Focus,1n5RLfgEogCFTwXhYLQoeP,2016-08-14,album,184000,False,4,1,0.0792,0.0164,8,-28.895,0,0.0382,0.955,0.951,0.105,0.0385,81.816,5SqxgH3k1AkSVkpdTGYudY,spotify:artist:5SqxgH3k1AkSVkpdTGYudY,['sleep'],37
817,Pure Massage Music Consort,Healing Touch Massage,4ApIsuspf21MQMlqcCM482,0,"Massage Therapy - Meditation, Yoga, Wellness, Time for You, Relaxation, Healing, Beauty, Well being",07cBtqxJ856hF5bIhxBu4q,2016-03-08,album,404585,False,10,1,0.21,0.203,6,-19.964,0,0.0383,0.965,0.972,0.368,0.0524,85.564,4DpZuGwU6UwRx40UzCcdyU,spotify:artist:4DpZuGwU6UwRx40UzCcdyU,['massage'],8
