artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
办公室背景音乐,温和宁静梦想,0s7FNlNoYaanbmbDytbA1M,0,优秀的自然周围环境,5FJ09lnD6owUPNEzRuYoyP,2021-05-27,album,118421,False,8,1,0.544,0.111,10,-17.23,1,0.0305,0.979,0.883,0.11,0.0884,145.937,7gRwdPoCiTOmgGt1pWkyk3,spotify:artist:7gRwdPoCiTOmgGt1pWkyk3,[],0
Music for Cooking Ambience,Serene Saxophone Bossa Nova - Vibe for Cooking at Home,4L7grufV3EU3G0Ey00TcbC,0,Backdrop for Making Dinner,1w5DCyppkqS67VS2x2BYov,2021-10-14,album,124644,False,8,1,0.865,0.0885,4,-16.254,1,0.0817,0.979,0.431,0.0945,0.803,131.017,2JriYlY9lmQ6P2oc0ovQwu,spotify:artist:2JriYlY9lmQ6P2oc0ovQwu,[],0
Día Lluvioso Musica Principal,Increible (Dias lluviosos),3r0lhF6mtvuxW2PzduIuHq,0,Relajante - Tormentas,4aWpXXKMQcLEy5Hv7DOUP2,2021-09-13,album,133839,False,6,1,0.752,0.107,5,-15.722,1,0.0689,0.952,0.709,0.0761,0.663,121.058,78rw6MIx8aceRuVeMdjtOr,spotify:artist:78rw6MIx8aceRuVeMdjtOr,[],0
Cahaya Musik Hari Hujan,Momen (Santai),6Qo3CyOz1YWw7YgCqgVMA5,0,Badai Petir (Renungkan),0rewTY3hTjKaiEqKCSFkIu,2021-09-30,album,115914,False,8,1,0.692,0.346,7,-15.661,1,0.0395,0.461,0.886,0.146,0.635,116.163,78wIdi8rA0EUuzBh91n9mx,spotify:artist:78wIdi8rA0EUuzBh91n9mx,[],0
Club de Détendre Tibétain,Cycle du sommeil,4yYD3lhkRinKvy6fldArDX,0,Relaxation aux sons de la nature,1CRrYvCZD7RbOEFaGLhlI9,2021-04-10,album,254093,False,21,1,0.0786,0.53,0,-9.092,1,0.0469,0.15,0.0111,0.186,0.0523,171.607,5e3uXeGbWfLXCH5bdXJwIB,spotify:artist:5e3uXeGbWfLXCH5bdXJwIB,[],0
Famous Music for Work,Cultivated Co-Working Spaces,2wUKrM8THRzQhRGgi8MNbw,0,"Alluring Music for Going Back tot the Office - Trumpet, Alto Sax and Tenor Sax",7hPmaq4vuEoKrKSMbLyQGA,2021-09-10,album,128080,False,6,1,0.71,0.326,0,-15.51,0,0.0421,0.409,0.842,0.129,0.481,104.837,3SO3xdM0wqwn5CfgOvScJE,spotify:artist:3SO3xdM0wqwn5CfgOvScJE,[],0
Chamanique Zone,Près de la nature,13N7Heo8Sgzn3WnRZwiwEe,0,Méditations amérindiennes,40QYkrHyaSOwBg7CS0qS4z,2021-10-30,album,225000,False,15,1,0.664,0.359,7,-16.952,1,0.0501,0.16,0.86,0.133,0.284,120.023,5w1CUmpKGU4bj67EDJd9MR,spotify:artist:5w1CUmpKGU4bj67EDJd9MR,[],2
DTWEAK,PROMISE YOU WONT,3jwXluTajuz1sPpn7535Ip,0,PROMISE YOU WONT,1FIGWVlTqwQutZdi3KEhOq,2021-09-26,single,89077,True,1,1,0.816,0.556,9,-9.873,1,0.322,0.261,0.0,0.164,0.492,150.977,1Ng0L1o6vbboFbOu5gcSBz,spotify:artist:1Ng0L1o6vbboFbOu5gcSBz,[],0
Sebastian Fitzek,Hoofdstuk 92 - De Weg naar huis,3DAMnaE5tGwehguuuxdGK7,0,De Weg naar huis (Onverkort),6LHiz42GCWXv22MhnH7Zw4,2021-11-18,album,184831,False,92,1,0.683,0.285,6,-19.709,1,0.944,0.572,0.0,0.233,0.716,141.88,17rKYsNYZ7aK9MlpmCJTAk,spotify:artist:17rKYsNYZ7aK9MlpmCJTAk,['writing'],47
Liz Kessler,"Hoofdstuk 66 - Toen de wereld nog van ons was - Drie vrienden, twee kanten, één herinnering",5mwUaPcTWTUIBKkEp46zpm,0,"Toen de wereld nog van ons was [Drie vrienden, twee kanten, één herinnering (Onverkort)]",3KoFITuoQkKcyQg6pVeH8Q,2021-12-10,album,182932,False,66,1,0.619,0.201,9,-23.099,0,0.951,0.404,0.000102,0.116,0.21,80.107,19QObhs7C4gwKq8fttnpaR,spotify:artist:19QObhs7C4gwKq8fttnpaR,[],9
Easton Miller,Garden of Peace (Solo Piano)(Minor),4EYz4VVmED7gPSXzBMLeD2,0,Arabic Beauty - Easy Listening Music for Sleepy Night,5ajC3EIRxlhwKVtxdeBVXn,2021-04-06,compilation,142608,False,28,1,0.335,0.0238,3,-29.779,0,0.0422,0.968,0.914,0.106,0.0612,103.484,0NEi551OwlG6BOAnpgurYJ,spotify:artist:0NEi551OwlG6BOAnpgurYJ,[],0
Bradley Butterworth,Get Tipsy,50i5M7Ybkbv4dhgH1vZAMk,0,The Internet Of Things,4bT44oDrEOwOqPr8NnNdRt,2021-02-23,single,241125,False,1,1,0.549,0.769,0,-5.961,1,0.044,0.0126,4.81e-05,0.215,0.498,116.018,0JVniVOMyLNjDfZupmZcDR,spotify:artist:0JVniVOMyLNjDfZupmZcDR,[],0
Virtual QSO,Space Basement,05AzJBJvpfxe23o6jehPai,0,Space Basement,49D1VhAkG4N0oXqrOefs0v,2021-12-20,single,181714,False,1,1,0.632,0.594,5,-12.634,0,0.0372,0.384,0.885,0.119,0.834,139.984,08Dg4GWHXbDiXM3LxJDuUF,spotify:artist:08Dg4GWHXbDiXM3LxJDuUF,[],0
Julien Villa,L'arène - Live,67KDcsXv37JwHXbvZJuhxU,0,L'appel à la danse (Original Motion Picture Soundtrack),5vVrQqaMrCKB43ZZPY4CyZ,2021-05-28,album,168889,False,22,1,0.333,0.793,11,-9.981,0,0.0444,0.351,0.839,0.13,0.168,143.809,1Z8mW3X2HRC4vo0h2IcKBJ,spotify:artist:1Z8mW3X2HRC4vo0h2IcKBJ,[],5
ハングリーボーイ,月のわし,1TByO0oGZvFfEfy9xElb5H,0,はらぺこさん,3Lm69jFhEoi7ZpfHNxjut6,2021-10-01,album,172428,False,19,1,0.573,0.669,5,-12.922,1,0.0309,0.216,0.906,0.226,0.801,139.984,1Uhp2GYEiNLNGqVRv2nITe,spotify:artist:1Uhp2GYEiNLNGqVRv2nITe,[],16
AD Astra Beatz,Sin,4p7wZ1hgPGHdr5HXK2LkPm,0,Sin,6j7Sfe8lZgUqjYjWadIukt,2021-06-23,single,148500,False,1,1,0.761,0.525,9,-8.759,1,0.119,0.177,0.000266,0.0856,0.4,86.729,5ilRSERhaChubBHjL7WyxH,spotify:artist:5ilRSERhaChubBHjL7WyxH,[],0
Jazz for Working Lounge,Astounding Music for Focus,3ERh1qCdAZhKH6N1BvYt4e,0,Simple Backdrop for Steady Focus,1xhn7Ln9E7RTiioAfYZDJL,2021-03-17,album,136068,False,1,1,0.71,0.0192,5,-20.087,1,0.204,0.989,0.676,0.0859,0.122,119.271,535J2p8JVyP7klr8axmqhA,spotify:artist:535J2p8JVyP7klr8axmqhA,[],0
Nogoodtug,Artist,4QHmI6HumHk5b3fh1QPNVO,0,Artist,4P400G4FMKPszUIz113bte,2021-09-09,single,138000,True,1,1,0.825,0.491,2,-10.405,0,0.517,0.517,0.0,0.0909,0.612,80.048,50ioc3216Ouu009eX125Rn,spotify:artist:50ioc3216Ouu009eX125Rn,[],0
No Snakes In Heaven,Into Fog,0bSAvowXB444voqLkfbDby,0,Dancer,29VEMsvo5H8XKGp7myQyIX,2021-12-17,album,272965,False,4,1,0.635,0.203,7,-15.467,1,0.0307,0.919,0.00132,0.102,0.215,120.035,339GkpYVXXitSZk1lbEBeG,spotify:artist:339GkpYVXXitSZk1lbEBeG,['munich indie'],0
Relajación,Relieving Siesta,2WHiS60CaV5BTPTIx4NQ9b,0,77 Relieve Your Mind,7N3W39IhMXuoifVJBtoYSl,2021-07-19,album,110001,False,47,1,0.319,0.0969,2,-20.467,1,0.0346,0.562,0.0355,0.262,0.0482,149.9,3MSV8ibxF4Tn6eyDSUjFuY,spotify:artist:3MSV8ibxF4Tn6eyDSUjFuY,['sleep'],51
Nature Sound Collection,Greener Pastures,2KhFSwC3Z317zvfaMnaQID,0,Relaxing Massage Noise,4IIUaFm0kN0t9YBWwsYO32,2021-06-29,album,179104,False,23,1,0.12,0.00913,0,-36.517,1,0.0452,0.796,0.965,0.0667,0.0392,74.672,0qhhlPFVV3YoxoB4jtqvkx,spotify:artist:0qhhlPFVV3YoxoB4jtqvkx,"['environmental', 'healing', 'sleep']",46
Bossa Nova Jazz,Inspiring Ambience for Restobars,6E7jSRGUbRgleYQrqtLZRC,0,Simplistic Ambiance for Vegan Restaurants,3X7UYFmcPmhtEt2TISiTxS,2021-11-01,album,121858,False,9,1,0.85,0.0677,10,-16.741,1,0.0834,0.985,0.8,0.122,0.542,133.905,7vfmvgP5tbJg8tMILY3OOq,spotify:artist:7vfmvgP5tbJg8tMILY3OOq,['dinner jazz'],42
Nature Sound Series,Wind and Storms,0TpkBJf2Zv4GK5Zbz16bCh,0,25 Ultimate Nature Rain Sounds for Meditation,4rwgL9tWlM82eI84fTD0Au,2021-08-10,album,135009,False,19,1,0.27,0.926,6,-23.883,0,0.0574,0.072,0.911,0.338,0.0283,106.062,3AsV51V7gZis4KfroWFhIE,spotify:artist:3AsV51V7gZis4KfroWFhIE,"['environmental', 'sleep']",37
Calm Singing Brids Zone,Healing Chickadees,6cpv1NYt5LzK4LVI4AWiej,0,Birdsong Background Sound while Working Studying and Concentration,7zuXsO5HfzcAHLpBNjL3PG,2021-03-01,album,80502,False,104,1,0.175,0.204,2,-39.791,0,0.0475,0.00523,0.00149,0.33,0.0316,95.225,0NuKuol7QLHt6wZ7nckaIz,spotify:artist:0NuKuol7QLHt6wZ7nckaIz,[],26
Music for Quiet Moments,Echoes In Thought,39icVfAZ8KB4fWuRxQGheC,0,54 Healing Hands Music To Accompany Reiki Healing,1MwEZrcwSRMpCpFRciGDMG,2021-01-15,album,143000,False,22,1,0.201,0.0357,9,-28.162,0,0.0404,0.964,0.886,0.121,0.0754,75.641,2SFuXWPOg2Bt9lfaBcHqej,spotify:artist:2SFuXWPOg2Bt9lfaBcHqej,[],22
Grupo Raudal,La Rayiza - En Vivo,6vqqKpq4HhzunUUaVrU0A4,0,En Vivo Desde la Isla Con Tololoche y Requinto,3NbKoZbST1XTyRY11O6G8u,2021-08-27,album,200960,False,3,1,0.566,0.566,9,-11.691,1,0.211,0.299,0.0,0.224,0.675,154.394,7FHpBxmvqNlFTqRy9k2uRn,spotify:artist:7FHpBxmvqNlFTqRy9k2uRn,['corrido'],24
Music for Quiet Moments,Life Cleansed Restoration,0qDU8k2TZeLGleg74fe8LF,0,43 Auras For Yoga,7m2XiPstgNtiTzlSvKKgel,2021-04-23,album,135039,False,23,1,0.18,0.0966,4,-25.853,0,0.0433,0.914,0.837,0.103,0.0386,65.491,2SFuXWPOg2Bt9lfaBcHqej,spotify:artist:2SFuXWPOg2Bt9lfaBcHqej,[],22
아이들을 위한 빗방울 수면 소리,아직 잠든 아기를 위한 비,5tEeCWwOgBSDeuBJAoUdpU,0,숙면을 위한 부드러운 빗소리,3JRdp749TbZT0F9rOPyFlY,2021-05-01,album,66985,False,2,1,0.214,0.996,10,-23.301,0,0.0637,0.119,0.979,0.838,1e-05,93.736,5ztYug1ptGSf7Nv8ELEf2C,spotify:artist:5ztYug1ptGSf7Nv8ELEf2C,[],8
Dmitri Shostakovich,"Schostakovich: Chamber - Symphony for String Orchestra, Op. 110a: Alegretto",0aYyxehRIULsEXlwL5hfWv,0,Tschaikowsky - Mozart - Schostakovich,6BWcW1d2u4lPI2M9n6vy4N,2021-09-07,album,279093,False,8,1,0.421,0.0991,0,-25.561,0,0.0376,0.971,0.79,0.181,0.248,109.426,6s1pCNXcbdtQJlsnM1hRIA,spotify:artist:6s1pCNXcbdtQJlsnM1hRIA,"['classical', 'compositional ambient', 'russian modern classical']",57
New Orleans Jazz Playlist,Sparkling Ambiance for Alone Time,1i4gr2R0Fd2orKzq3JhrQ2,0,Backdrop for After Work Relaxing,3IKteMBKLzdDqE1JYWkmFZ,2021-06-18,album,126595,False,10,1,0.825,0.0848,7,-16.506,0,0.0911,0.983,0.313,0.117,0.659,128.625,2kMPmsm8bUemuroszkOUhy,spotify:artist:2kMPmsm8bUemuroszkOUhy,[],5
Jazz Music for Cats,Relax Yourself to Sleep,6HgWg856mDzkSefCGEVmw7,0,Winter Revitalizing Sleep Relaxation For Cats,0CyaiH32QDnzeWwXFoU1lA,2021-11-02,album,198247,False,2,1,0.167,0.122,7,-23.316,0,0.047,0.995,0.905,0.0798,0.0309,112.616,3Gwv2pitlsCZICd9lNvN5W,spotify:artist:3Gwv2pitlsCZICd9lNvN5W,['pet calming'],11
Rejalacion Del Mar,Complete Nirvana,5WNP2pVyag3t7OrH3iiQzY,0,"The Shallow Water | Natural Remedies, Inspirational Music",4GkZH41rffqWvIbAwduWbp,2021-05-10,album,77000,False,43,1,0.226,0.0105,9,-36.492,0,0.0446,0.959,0.97,0.0607,0.384,57.467,7jfdHPWhoCBTTfj4C20gkA,spotify:artist:7jfdHPWhoCBTTfj4C20gkA,[],2
Van Damage,Hands Free Tennessee,5MX7pfwUQovEwmM1XbMik6,0,Gave up on What I Thought I Was,7Jz0zbBKYPKJ3OwOKMzYdr,2021-07-09,single,118737,True,1,1,0.53,0.773,11,-7.473,0,0.029,0.0432,0.00032,0.245,0.865,79.332,3zdsla3S8HDt6NeJdrTczD,spotify:artist:3zdsla3S8HDt6NeJdrTczD,[],0
Hello Control,Eye of the Beholder,7bSMkB3pKtrTwxJXrgHA8F,0,B-Sides,4c9pDngHtJcbKqPVSwccYF,2021-08-16,single,219880,False,4,1,0.572,0.254,4,-14.507,1,0.0319,0.362,0.0,0.0934,0.344,77.471,1ZnLNuGppKVk1Ey04KPdON,spotify:artist:1ZnLNuGppKVk1Ey04KPdON,['electropowerpop'],0
Serenity Calls,Peace Wings - Original Mix,4br8TzN3qLzy7idSC0oWEf,0,"Dhyana Like Buddha - Meditation And Mindfulness, Vol. 4",4xHVHmJ2QZcTQCUnYHK6Pv,2021-01-22,compilation,168510,False,34,1,0.328,0.0309,3,-23.337,0,0.0322,0.995,0.939,0.101,0.0569,93.85,0JWyiWM8fihe9rTVVNBR4t,spotify:artist:0JWyiWM8fihe9rTVVNBR4t,[],13
John McCormick,The Black Haired Lass / Bag of Spuds / Lillies in the Field,45hWh763PYFKHKkY3hx564,0,In the Tap Room,3TkAT7UK2QAhJMAdhpicZZ,2021-03-07,album,193415,False,10,1,0.521,0.579,2,-5.87,1,0.0478,0.737,0.98,0.212,0.978,102.315,0sDMNEON001Rngc7amt9DF,spotify:artist:0sDMNEON001Rngc7amt9DF,[],0
Sam Cooper,Pece and love:),33zOLsaYrDiVZnzzeRbXqT,0,Soft toys,5q0gGayu43PYUMTDMFn3w5,2021-11-08,album,211612,False,42,1,0.506,0.334,9,-13.667,1,0.0269,0.0168,0.942,0.125,0.138,92.999,2c6nGisxFqxx1lBAQKWIqC,spotify:artist:2c6nGisxFqxx1lBAQKWIqC,[],13
Persist,Before It's Over,6Lez5BTz5HPN6vxviYi7sl,0,Before It's Over,0lZgIglT1teesonsnX7U0o,2021-05-12,single,184058,False,1,1,0.801,0.24,9,-13.375,1,0.465,0.539,0.000109,0.072,0.123,119.944,0SBg5iDWiLS9MHx2Co2vrt,spotify:artist:0SBg5iDWiLS9MHx2Co2vrt,[],0
Piano Music Reflection,Piano Song,4fu8cL4vFbnxUkH7dDfNkG,0,"30 Xmas New Age Piano Collection: Peaceful Piano and Slow Songs for Winter Time & Christmas Eve, Midwinter Carols",7frOv1jjaesP8voOAtuFqG,2021-12-01,album,164558,False,3,1,0.775,0.0867,1,-16.026,1,0.0581,0.995,0.911,0.101,0.411,76.49,5adHWBSp4dAozlMcVax7p6,spotify:artist:5adHWBSp4dAozlMcVax7p6,[],0
일과 공부 음악,미묘한 팀 프로젝트 분위기,4j2P3H8hiWkeoYCHjH3KjH,0,즐거운 숙제 마인드,1ygvRszqTweWM4OpDJSTdP,2021-05-01,album,115263,False,4,1,0.574,0.209,2,-13.752,1,0.0584,0.979,0.713,0.116,0.352,149.413,4OjdTvosWKkvKrckWNON4l,spotify:artist:4OjdTvosWKkvKrckWNON4l,[],0
인기 있는 어쿠스틱 기타 음악,아름다운 장소 기악,4Djy4aPZiKv66M9qy8NwUE,0,우아한 공부 기악,30US0rKylBVZCwx4OJ4ZkV,2021-06-11,album,118421,False,2,1,0.693,0.317,0,-14.392,0,0.0399,0.7,0.84,0.114,0.548,145.937,7snLPCSe4FE7XgPaZegHC3,spotify:artist:7snLPCSe4FE7XgPaZegHC3,[],0
Lofi Chill Hip Hop Beat,Love & Bitter,1y5vR6SrZ6R4SazJE1Pfo3,0,Love & Bitter,0z0rFOuRI4dKBpUAk5vzx9,2021-10-19,single,187663,False,1,1,0.642,0.738,5,-8.904,0,0.0435,0.00405,0.934,0.119,0.865,86.968,67zHwgyDYiE73CKWv5rMHT,spotify:artist:67zHwgyDYiE73CKWv5rMHT,[],28
Повседневная Музыка для учебы,Впечатление (Университет),11zuYRSpAUgoPgDTzeDUXp,0,Изучение (Воспоминания),24HlNzGvIl5Uzsp34pOyHR,2021-06-07,album,133003,False,4,1,0.55,0.164,0,-12.931,1,0.0336,0.981,0.936,0.317,0.347,129.942,0H9ORCLS9tdXpygCVrtp6p,spotify:artist:0H9ORCLS9tdXpygCVrtp6p,[],0
魅力的 リラックスした箏音楽,雰囲気(リラクゼーション),0UEpAxkTkIEySChZBJnzWN,0,満たされた(睡眠),5I040GZD2W6NzVyVrX2gSu,2021-05-08,album,120000,False,7,1,0.553,0.105,7,-16.21,1,0.0399,0.915,0.722,0.164,0.178,144.059,737JA6C5mKnGLWf9U8np6n,spotify:artist:737JA6C5mKnGLWf9U8np6n,[],0
Music for Studying Moments,Sultry Ambience for Studying,7v9pDvwYmgnLWbTd5DkFPH,0,Feelings for Studying,3ITId7TuxSIewqJfza4dBC,2021-10-06,album,113499,False,9,1,0.637,0.353,1,-14.393,1,0.0378,0.592,0.783,0.109,0.605,118.487,2p6P84HRQsW8ht1BZLc0OH,spotify:artist:2p6P84HRQsW8ht1BZLc0OH,[],0
Sóng biển Lãng Mạn,Choc Lat (Song bien),1sjXdUjsczl6nH06dVf2Oz,0,Dang ngủ - Vung Lan Cận,5fzyMDiWuFGaMBhXZkTIPB,2021-06-29,album,176007,False,5,1,0.263,0.262,5,-23.837,1,0.0996,0.841,0.286,0.0986,0.0369,62.671,60bXeGLefcm3kIdTqWGn6y,spotify:artist:60bXeGLefcm3kIdTqWGn6y,[],0
ピアノジャズ プレイリスト,思い出(調査),05Px2SjZIM7XjqoKhAW6fs,0,調査-音,3vGA1mU5bcDxu86InMOlx9,2021-05-01,album,108019,False,10,1,0.832,0.207,0,-16.571,1,0.0688,0.97,0.888,0.12,0.589,79.969,4rtp8kBVOIY4UMVZkUD0GI,spotify:artist:4rtp8kBVOIY4UMVZkUD0GI,[],0
Remi Weiss,Early-Morning Heavy Rain,58BgDjVwHS90RW85ro4YRc,0,It is Raining in Garden - Pink Noise Collection,0xoKm3XRh08xDyw3RgQQjR,2021-11-16,compilation,145931,False,13,1,0.106,0.897,10,-18.787,1,0.0554,0.0175,0.946,0.804,0.0113,61.787,7u9nFye8eYfIloOJKvDzOi,spotify:artist:7u9nFye8eYfIloOJKvDzOi,[],0
Massage Music Groove,Atmospheric Rejuvenation,42pUMICTudnVHIKgS7i02S,0,Backdrop for Inner Relaxation,6JxFet1LUXaqQzMiB8whvH,2021-01-09,album,123437,False,6,1,0.644,0.0687,4,-17.341,1,0.0663,0.978,0.949,0.101,0.0732,140.083,3jPTaAvQqegosa77tp1WGr,spotify:artist:3jPTaAvQqegosa77tp1WGr,[],0
Cheerful Soft Jazz,Thrilling Backdrops for Midtown Cafes,5g3Xcm4RilgyTZFR592dIR,0,Music for New York City - Guitar,2sOBsd4cpWU8Vqr1Rz6JJQ,2021-05-28,album,110805,False,2,1,0.633,0.132,3,-21.743,0,0.0419,0.983,0.953,0.111,0.466,77.936,5DXGP4MO2GG3OWqIJmiOIa,spotify:artist:5DXGP4MO2GG3OWqIJmiOIa,[],0
Easy Music for Spas,Smooth Moods for Coconut Scrubs,0wWSx66nLaLc48Nr3EnCjF,0,Music for Reflexology,6euXc8Nd83O0xjCrXUHm7j,2021-11-01,album,173035,False,17,1,0.396,0.00142,2,-21.045,1,0.0747,0.71,0.0166,0.104,0.0468,120.553,0dJcbqK2h4IIUY9L8WaoWU,spotify:artist:0dJcbqK2h4IIUY9L8WaoWU,[],0
Massage Therapy Music Society,Smooth Backdrops for Spa Days,6U7jOIFqf0AE125r8Wy2Xh,0,Astounding Jazz Piano - Background for Steam Baths,6rgB1pulBDOGZurQiNomnh,2021-05-08,album,148979,False,2,1,0.654,0.0147,10,-20.089,1,0.206,0.989,0.79,0.101,0.0994,97.145,4ySjuSg97MkHbjKEX3lbIZ,spotify:artist:4ySjuSg97MkHbjKEX3lbIZ,[],0
Soni Chhamak Chhalo,Jane Se Phele,6HfibNGoztml0IX4O8lOER,0,Mar Gaye Tere Deewane,1wPh8uumi2M5T558xbpCJl,2021-01-07,album,317346,False,6,1,0.618,0.798,9,-5.484,0,0.0483,0.174,0.0,0.368,0.861,76.964,0Qklhw8N4SMl2obEqLxdC5,spotify:artist:0Qklhw8N4SMl2obEqLxdC5,[],0
Decontracte Musique Japonaise Relaxante,Meditation Profonde Precis,4sFEFulHT3kVp1tbJALfMH,0,Haute Societe La Musique,3f41MGNk12nz1WiXhYPxgZ,2021-05-20,album,129009,False,8,1,0.636,0.125,5,-18.754,0,0.039,0.919,0.919,0.0997,0.3,67.017,6dTs8xNLugAcQJlPdJkymD,spotify:artist:6dTs8xNLugAcQJlPdJkymD,[],0
Matthew Steven Black,My Jesus I Love Thee,3VgbciRVBUu93VsNDiwVh8,0,Go to Jesus,7EDgHrnHhQwuKHSmHANHmW,2021-11-04,album,211796,False,11,1,0.283,0.214,1,-15.076,1,0.0305,0.939,0.908,0.104,0.202,90.318,45JTLW2t3KH2UFx1vpUJ58,spotify:artist:45JTLW2t3KH2UFx1vpUJ58,[],0
Mikey Rockstar,Dark Iron Wolf,6llvz3KMhmLdZPA02O72n9,0,Dark Iron Wolf,3mOClcu7UZSD41zKHLhDzm,2021-11-12,single,112138,True,1,1,0.564,0.596,1,-10.616,0,0.429,0.25,0.0,0.267,0.756,108.135,5olw6BzBm3iLYJ7ZJJsu1w,spotify:artist:5olw6BzBm3iLYJ7ZJJsu1w,[],0
Rainy Day Music Deluxe,Debonair Ambience for Thunderstorms,6BzkGD8oTmoUXkadPCIcYG,0,Trio Jazz - Background Music for Staying Inside,6FjGSExlEhBacBhBZS54wf,2021-09-03,album,116099,False,9,1,0.612,0.17,2,-13.218,1,0.0479,0.97,0.902,0.285,0.441,89.892,0PU26Jaz5VOyDjce49Hamf,spotify:artist:0PU26Jaz5VOyDjce49Hamf,[],0
Bar Salón Musica Universo,Meloso (Fines de Semana),6vnKcM12kq0ZkOdNzyc6Vg,0,Sonando - Barras,28mspoCpkPtwWd79eKjxx1,2021-07-07,album,120000,False,2,1,0.656,0.468,7,-15.06,1,0.0423,0.403,0.905,0.305,0.961,159.975,5fV4c2fIGTm1R5xtiTJAmd,spotify:artist:5fV4c2fIGTm1R5xtiTJAmd,[],0
Coffee Break Manouche Jazz Playlist,Artistic Gift Shoppes,16yDY2xOLiMv7SPqaRXnfT,0,Festive Hot Club Jazz - Bgm for French Cafes,0jRGD1oK4qRj9cEe5n013H,2021-04-11,album,161425,False,5,1,0.796,0.166,5,-14.927,1,0.0511,0.929,0.776,0.116,0.53,100.075,1fpsafwB6BNxgcUP7woGY9,spotify:artist:1fpsafwB6BNxgcUP7woGY9,[],0
Ramlal Jain,Vani Rani Maliyagar,06MFqqTrx8aK5Hjsrsa2Mr,0,Vani Bhaja,6LDdyc0EVzEWZWrINMGKKr,2021-07-15,album,459454,False,1,1,0.632,0.281,8,-17.544,1,0.916,0.828,0.0,0.285,0.393,86.634,5t4vzk6RZhwwL9XKgtJpSD,spotify:artist:5t4vzk6RZhwwL9XKgtJpSD,[],0
Benchips,"Brandade Nîmoise, Pt. 1",3R0quLwfKPgYyuDF10AO7s,0,Brandade Chinoise ?,20UfMtZToTwfph7fiAQckq,2021-03-19,album,144148,False,3,1,0.839,0.67,11,-12.189,0,0.0699,0.125,0.661,0.0736,0.552,123.315,54IKnBaoUucnZIh35CYeyW,spotify:artist:54IKnBaoUucnZIh35CYeyW,[],0
Attraktiv Nachrichtentherapie,Lecker,2M0h1g84mDPrMnbvBWwtxS,0,Ausgezeichnet Musik,2mdbyDpvPEAiysbSo4OiFG,2021-05-13,album,115263,False,3,1,0.625,0.123,0,-17.671,0,0.0365,0.859,0.952,0.112,0.462,149.873,1BmAlU2Vhv0lC08cBMXhAY,spotify:artist:1BmAlU2Vhv0lC08cBMXhAY,[],0
Electrobuddy,I'm A Boy,1wRp1OKDI87oZDYVSKHI5o,0,Body Mirror,0njxHhmZq6rULuEh3wnVAR,2021-03-11,album,80326,False,13,1,0.595,0.259,11,-25.591,0,0.0405,0.0966,0.724,0.0699,0.535,130.011,7tlavL7rq6UsPzWZ4GsZM4,spotify:artist:7tlavL7rq6UsPzWZ4GsZM4,[],0
Drew Delton,i swear (Mama),29XQ8DK3hRNRGBuklFa93y,0,The EP (The Enlightenment Period),7K1hu57wbEC1tawz4Tk4tI,2021-03-05,album,252029,True,7,1,0.654,0.59,2,-7.586,1,0.372,0.179,0.0,0.102,0.331,79.939,4yywe1t8djky7f0iPo9xL5,spotify:artist:4yywe1t8djky7f0iPo9xL5,[],1
Goran Agdur,Fallet,0wEk99g6Ifm2inQnOB89PX,0,Förtvivlans Café,3Kv5HF1FshCqPmT0ypITmF,2021-04-08,album,143453,False,4,1,0.451,0.37,11,-13.076,0,0.0293,0.876,0.704,0.11,0.204,65.99,4Jdh46LoEZXxECP2nt8tqV,spotify:artist:4Jdh46LoEZXxECP2nt8tqV,[],1
Rena,Satu Hati,0EwsUI1tquImc2d9iGeKYZ,0,Satu Hati,3ZZAukamBYSud9GFMftafc,2021-01-01,single,361720,False,1,1,0.592,0.492,7,-12.337,0,0.0526,0.685,1.23e-05,0.199,0.704,132.932,1fJne0SmZvdOjklvzTuZeF,spotify:artist:1fJne0SmZvdOjklvzTuZeF,[],0
Ramesh Patlan,Happy Birthday,13AKwMbwt9WFSDxtdkZhkU,0,Happy Birthday,4sinQdbWed4aNCpEskAqMh,2021-08-07,single,225187,False,1,1,0.76,0.73,11,-7.69,0,0.286,0.437,0.0,0.0405,0.598,163.872,1efVRJW8orlACQtSfUFRS1,spotify:artist:1efVRJW8orlACQtSfUFRS1,[],2
SvintsZic,UN JOUR,2ZGNCmKGuYduqMkDqTD4wF,0,VÉNUS,3GvCdyZcEShLCtH2IT8KpG,2021-02-19,album,188269,True,6,1,0.756,0.398,1,-9.388,0,0.244,0.586,0.0,0.0902,0.176,130.085,3R74rtUmMkVhNzgil7aIC6,spotify:artist:3R74rtUmMkVhNzgil7aIC6,[],0
CXNTXCXSTLE,Real Vamp Shit,2iYIYFJRtSiNgbS575N4Tk,0,Real Vamp Shit,79WMAcpPM6jJRh1YALyYtH,2021-06-25,single,182275,True,1,1,0.848,0.498,1,-8.6,1,0.294,0.104,0.0,0.473,0.351,130.063,5ITywETgj1oyTo67NVyMEC,spotify:artist:5ITywETgj1oyTo67NVyMEC,[],0
