artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
Hawaiian BGM channel,Stars Fall on the Sea,14ByPaWIesfmYS8EOIISFY,12,Aloha Tree,3mxD5dUgbRSFqNh0hmQvsO,2020-05-29,album,163719,False,22,1,0.6,0.282,10,-16.325,1,0.0487,0.948,0.85,0.128,0.551,124.617,37NY0HE9c14EcDJsXc5KUe,spotify:artist:37NY0HE9c14EcDJsXc5KUe,['bgm'],43
Kweku Smoke,Let It Go (feat. Emtee),7GK3xUiMlrgLQj5Ty6Jttl,12,Snoop Forever,4BzKP1BKUWmzRY5ekx81AJ,2020-12-18,album,173473,True,14,1,0.92,0.778,8,-4.315,0,0.0469,0.356,0.0,0.0759,0.885,130.043,7AP5AMBQvTzTBB7IUSVLzO,spotify:artist:7AP5AMBQvTzTBB7IUSVLzO,['asakaa'],42
MattyJo,Go Stupid / Freestyle,4nFy7jIeuJktSBAFaWF4wa,12,Go Stupid / Freestyle,7xbnufvbbRgPJmZ8ibJSom,2020-05-06,single,149655,True,1,1,0.905,0.581,10,-9.558,0,0.306,0.144,0.0,0.111,0.732,140.528,2aZalNUGy4INchZJ0dXvcK,spotify:artist:2aZalNUGy4INchZJ0dXvcK,[],5
Øneheart,Losing My Dreams,2SOryikbFUZaqMIQzdj6G0,10,Drifting,3y1Uv0Lab5RCmEHjNehZ3b,2020-06-11,single,134531,False,2,1,0.524,0.743,9,-4.047,0,0.377,0.0996,0.0,0.289,0.151,159.766,0dgJbQ0bKPyUXco8hEXN7X,spotify:artist:0dgJbQ0bKPyUXco8hEXN7X,['hardwave'],75
KIRINJI,silver girl,3Ox5BchqpBil9Ntl8NAljs,10,KIRINJI 20132020,2QQNxuhc9VZgvKTrzrnwXq,2020-11-18,album,358653,False,12,1,0.696,0.518,7,-11.452,1,0.032,0.56,0.491,0.0949,0.186,116.983,0O1UtbTe4ca7HabaiMhYZ7,spotify:artist:0O1UtbTe4ca7HabaiMhYZ7,"['city pop', 'j-rock']",47
Regengeräusche Binaural Project,"Regen und Donner zum Schlafen (Brasilianischer Amazonas), Pt. 10",4g5uFR8qDLCDO5TYGDYviJ,10,Regen und Donner zum Schlafen: Brasilianischer Amazonas,4XF3HIxPoMM6zRXXcXjft0,2020-07-06,album,111653,False,10,1,0.181,0.671,1,-18.115,1,0.253,1.67e-06,0.788,0.623,0.129,72.717,1TCNsdFLoSgdyPZTdyKFxq,spotify:artist:1TCNsdFLoSgdyPZTdyKFxq,[],30
Sleep Sounds HD,Light Raindrops,3drynAKGxDv8KFH0c3EXmQ,10,Light Rain,20oGnroWeK5krt4XSRozFD,2020-12-18,album,91960,False,4,1,0.169,0.612,10,-25.449,1,0.0462,0.116,0.294,0.919,1e-05,51.608,0OgI1cvmcvZ4USjtur5aWL,spotify:artist:0OgI1cvmcvZ4USjtur5aWL,['sound'],42
Albatraoz,Se på mig (Crunk Rock),7llHAJ4NQdCnUb0Kd1We7b,9,Se på mig (Crunk Rock),3uFnZF3qvuDfOJjiHpPdzd,2020-10-21,single,160490,False,1,1,0.749,0.884,1,-3.274,0,0.216,0.0745,0.0,0.298,0.593,142.012,5wOlRsRt9ggoBDjjmhaF7x,spotify:artist:5wOlRsRt9ggoBDjjmhaF7x,"['swedish eurodance', 'swedish pop rap']",51
Albatraoz,Se på mig (Crunk Rock),7llHAJ4NQdCnUb0Kd1We7b,9,Se på mig (Crunk Rock),3uFnZF3qvuDfOJjiHpPdzd,2020-10-21,single,160490,False,1,1,0.749,0.884,1,-3.274,0,0.216,0.0745,0.0,0.298,0.593,142.012,5wOlRsRt9ggoBDjjmhaF7x,spotify:artist:5wOlRsRt9ggoBDjjmhaF7x,"['swedish eurodance', 'swedish pop rap']",51
Santi Jayy,Immortal Beloved,4JcpCcXUsuBystNZlLz9bq,9,Royales,45onleuXp2OIev7Rpx65iN,2020-04-28,album,181577,True,14,1,0.537,0.462,4,-10.301,0,0.0546,0.0289,5.03e-06,0.111,0.0912,85.363,62jGW6VaMo5EyGPU5ZAS3q,spotify:artist:62jGW6VaMo5EyGPU5ZAS3q,[],1
Paultje Poets,Lijn 10 (Wedoenditsamenremix 2020),0aogLJgrZjFSpfb7G4UVX8,9,Lijn 10 (Wedoenditsamenremix 2020),6WQ8GOoj52IekHksAlwdYt,2020-04-26,single,181985,False,1,1,0.747,0.831,11,-6.36,0,0.0954,0.16,0.0,0.321,0.946,136.002,7nBBMPsqoQ3JxE2Yrt7Nem,spotify:artist:7nBBMPsqoQ3JxE2Yrt7Nem,"['carnaval', 'levenslied']",12
Atony,i can't sleep,2tRmUL85ATRY1KCjgscFr9,9,i can't sleep,6PR5GnXQwopmFAebdOEr74,2020-11-24,single,142702,False,1,1,0.756,0.361,8,-13.652,0,0.122,0.461,0.121,0.102,0.792,148.043,4D5nExPd3u2Gmk6SK0YTi4,spotify:artist:4D5nExPd3u2Gmk6SK0YTi4,['focus beats'],13
Serafino Rudari,Moonlight Lullaby,5rVikTgGS2bf2E0FaMaMa8,9,Relaxing Piano Sleep Music: Peaceful Soothing Sleep Music To Help You Sleep and Relax,1sEXjyagTxDWpM9pqy6NBN,2020-01-31,album,88607,False,3,1,0.642,0.0227,2,-24.071,1,0.121,0.996,0.965,0.0911,0.538,68.339,3VQ6D5dmd57cXOfpRhMRGt,spotify:artist:3VQ6D5dmd57cXOfpRhMRGt,[],14
J Won and Joe Bust,Roll Somethin',3kjGDMYKfEcyzazeBos05g,8,Worth the Weight,7jTMDHsD6a7y57ux7ye5g7,2020-08-11,album,171000,True,12,1,0.572,0.651,6,-7.427,0,0.351,0.571,0.0,0.134,0.823,88.946,4k4RW8q2ZM0RSHrOJDiMpp,spotify:artist:4k4RW8q2ZM0RSHrOJDiMpp,[],12
Léa Mendonça,Eu Sei Que Deus Me Ama,4YSdn4EBD61CoGRp7WrnL7,8,Eu Sei Que Deus Me Ama,1p5MvJWrQMKy8vZdFEgwDf,2020-09-18,single,300605,False,1,1,0.493,0.674,0,-8.522,1,0.0267,0.0997,0.0,0.428,0.465,140.013,73Ye0Yvwvanmf6bqXAez97,spotify:artist:73Ye0Yvwvanmf6bqXAez97,['brazilian gospel'],37
Backing Tracks Blues,Easy Chicago 12 bar Blues in A,685lJpJmUHSzcGtlF997vw,8,Blues Shuffle Swing Backing Tracks,4V1GC8qc2KHgAzKr4iixXd,2020-03-22,album,605401,False,2,1,0.777,0.73,9,-7.291,1,0.0405,0.538,0.967,0.241,0.72,99.957,5CVuU0Nzsx51fTfMVN0sqy,spotify:artist:5CVuU0Nzsx51fTfMVN0sqy,['backing track'],21
Edgar Allan Poe & Auguste Dupin,"Teil 11 - Aus den Archiven, Folge 2: Der Mann in Orange",6eV8Zodi4Q7O7OoC99NYKO,7,"Aus den Archiven, Folge 2: Der Mann in Orange",7kantC7cYJfHuILVJgIklx,2020-07-03,album,181841,False,11,1,0.503,0.481,7,-15.159,1,0.941,0.531,0.0,0.394,0.345,86.531,3zBzR3ZH0c2trOUrZbvxBx,spotify:artist:3zBzR3ZH0c2trOUrZbvxBx,"['hoerspiel', 'writing']",39
EGOMAŠINA,Linksmis,2LFLajQDwQo0cmYCLI2qDc,7,Spąstai,7zOG47GNAApX6y2fWXocpz,2020-07-01,album,274280,False,2,1,0.439,0.874,11,-6.144,1,0.0539,0.00194,0.865,0.63,0.393,181.928,0mXqrttwkGCOCJ20TYx0g4,spotify:artist:0mXqrttwkGCOCJ20TYx0g4,"['baltic post-punk', 'lithuanian rock']",21
WEEDMANE,ACTIVATION WARNING,0NWUQ0krB1lGweQm9RPWAy,7,DEATH IS MY METHOD,2oKyjDxok1rWHRRXnOHlvv,2020-08-28,single,100372,True,3,1,0.591,0.982,4,-2.39,0,0.395,0.000796,0.0625,0.407,0.628,77.557,6agBXAcUugzO8DQTChZZrx,spotify:artist:6agBXAcUugzO8DQTChZZrx,['drift phonk'],51
Robert Seethaler,Teil 45 - Der letzte Satz,4QAzb8ALBoGCNCoelY2fOw,6,Der letzte Satz (ungekürzt),3px18mLeUGRbJuvVTNplgw,2020-07-29,album,246415,False,45,1,0.657,0.359,7,-17.572,1,0.921,0.249,0.000325,0.251,0.376,142.691,3ygSQYsrRJxdJfG1IdMSgw,spotify:artist:3ygSQYsrRJxdJfG1IdMSgw,['writing'],34
Halogen,U Got That,7gTsJKkDmZv4PCp6hMGirQ,6,Ultra Dance 21,7Cjblt28owzqVbTOudG0Sg,2020-02-21,compilation,187762,False,6,1,0.7,0.895,1,-6.206,1,0.118,0.0197,0.68,0.103,0.233,123.963,0Za5KjrhmN4OYMr04f3g1e,spotify:artist:0Za5KjrhmN4OYMr04f3g1e,['meme rap'],39
Lemelle,You Got Something Special - KON Edit,19VYyUeSyBODn7TEXLRATw,6,You Got Something Special,5U047cjCJAuxDMfhRAoTxH,2020-01-24,single,462907,False,1,1,0.88,0.634,1,-8.895,1,0.092,0.0376,0.00165,0.464,0.796,119.965,0MytCiS8mXcCBTuygua8zc,spotify:artist:0MytCiS8mXcCBTuygua8zc,[],5
Voodoo Bloo,Her Name Was Human,0RjUbsYBKPkd2LjWsJsfs6,5,Jacobus,2E3vPnr4IiK8Fl1Wm2tUnu,2020-12-04,album,371459,False,2,1,0.417,0.849,0,-5.582,1,0.0794,0.003,3.01e-05,0.308,0.162,97.39,7KvGcDcUQV7YpyuQHaW5IO,spotify:artist:7KvGcDcUQV7YpyuQHaW5IO,[],11
Los Abuelos De La Nada,Himno De Mi Corazón,6DsjyfSjBpf8eUK6omQf49,5,Lo + tranquilo,23IlFotb8j9WcbB4XKOfVq,2020-06-26,compilation,307452,False,16,1,0.413,0.228,7,-15.974,1,0.0299,0.73,0.0119,0.0595,0.524,102.109,5R3NywPPOyhLfdvutgg0me,spotify:artist:5R3NywPPOyhLfdvutgg0me,"['argentine rock', 'post-punk argentina', 'ska argentino']",60
Estela Trujillo,Y Ahora Mira,2VdU0cj910kC9SczZfUSS6,5,Y Ahora Mira,1VDfNNEEWc5EGe8w7l0hMq,2020-01-24,single,178688,False,1,1,0.713,0.927,11,-5.024,1,0.0943,0.268,0.0102,0.0603,0.915,90.974,3oUVxe8nEQM37H5YNbV6pc,spotify:artist:3oUVxe8nEQM37H5YNbV6pc,"['flamenco urbano', 'pop flamenco']",30
John Paesano,You Have Such a Beautiful Life,0dReBSm0FK5RRf54qyvp4R,5,Penny Dreadful: City of Angels (Original Score),4R8nHfbIBKm2KuXJiZm7pn,2020-10-30,album,178680,False,14,1,0.0741,0.107,2,-18.298,0,0.0368,0.952,0.958,0.0594,0.0362,79.073,3MhnTc9AODdRGMrtntEqIz,spotify:artist:3MhnTc9AODdRGMrtntEqIz,"['soundtrack', 'video game music']",47
Cable Claw,Midnight Train,7A9nwj5zilwyNRWfGldUM9,5,Nieuw Volendams Peil 2020,0zwb1dG37u655u1nYW4SE3,2020-10-07,compilation,322103,False,13,1,0.449,0.8,11,-7.069,0,0.145,0.0238,0.00981,0.127,0.666,175.814,3B0HtkG6amnRKtZDiRj6IZ,spotify:artist:3B0HtkG6amnRKtZDiRj6IZ,[],1
Anne Pätzold,"Kapitel 53 - When We Dream - LOVE NXT, Band 1",7s8KjatjfwoVckTDh0MBW2,5,"When We Dream [LOVE NXT, Band 1 (Ungekürzt)]",6bP5FaPKXp3fd9S5NMVhs2,2020-04-30,album,191068,False,53,1,0.624,0.249,5,-15.329,0,0.95,0.666,0.0,0.193,0.405,79.378,2d9CfnfIBrVk6o5idWgsdQ,spotify:artist:2d9CfnfIBrVk6o5idWgsdQ,[],28
Coral Católica,"Santo, Hosanna",6J4R7coydEX4uqWGqqgJV5,5,Cantoral Católico Santo,1GCGNVjEZgvoDmbAXrnfqj,2020-11-16,album,102947,False,5,1,0.692,0.347,9,-9.897,0,0.0272,0.37,2.1e-05,0.223,0.668,83.975,6NqJo0y2agxNV2dwRAtG5X,spotify:artist:6NqJo0y2agxNV2dwRAtG5X,['deep latin christian'],34
Ronu Majumdar,Chattisgari Folk - Todi,6MAeBWtZUKbC3KvweWBq0Z,5,Living Legend Pt Ronu Majumdar,0fdfSurfO2LbdwR66DLRYI,2020-02-15,album,522266,False,1,1,0.451,0.429,4,-6.504,1,0.0505,0.972,0.936,0.123,0.403,160.995,2BtkOvKNQUqyBvK5pnSx3P,spotify:artist:2BtkOvKNQUqyBvK5pnSx3P,"['bansuri', 'hindustani classical', 'hindustani instrumental', 'indian classical']",29
Vizediktator,Aufgewacht in Potsdam,4RJ2h4NXe8BodgYvBTZs85,4,Aufgewacht in Potsdam,7BpAqRYLhWGMvkwTWNWPP7,2020-09-25,single,193530,False,1,1,0.636,0.712,2,-7.752,0,0.0297,0.00016,0.0,0.0783,0.326,113.036,7nAIezZHjpkwNCHGbeOpnd,spotify:artist:7nAIezZHjpkwNCHGbeOpnd,['german punk rock'],18
David Baldacci,"Teil 2 - Doppelspiel - Shaw-Reihe, Teil 2",5EttHvoGVUlWpEc2qLvf71,4,"Doppelspiel [Shaw-Reihe, Teil 2 (Unabridged)]",3AufwhAN7nay4T3igDXtk6,2020-04-30,album,182882,False,2,1,0.709,0.194,1,-18.774,0,0.961,0.299,0.0,0.141,0.521,92.552,5Q9afklUBuULcWTySMJKo5,spotify:artist:5Q9afklUBuULcWTySMJKo5,[],41
BARUCH,Safe & Sound,3XIvidmAEw4B9o7htA5HXn,4,Safe & Sound,1p2UnFmyNPdb2q8LSAN2v9,2020-03-06,single,241194,False,1,1,0.531,0.561,9,-8.803,1,0.0306,0.303,0.000208,0.109,0.448,100.523,0HaQ1MPupYb0QIlmdmiUN4,spotify:artist:0HaQ1MPupYb0QIlmdmiUN4,[],4
Psychic Nurse,(Not Your) Bitch,1awWY5bwDNjjwSCLjcWemK,4,(Not Your) Bitch,5vzuKqAjRh4R5D4Krb21iP,2020-01-17,single,215733,True,1,1,0.371,0.852,2,-5.926,1,0.0728,0.24,0.128,0.0826,0.4,85.408,7qYKLHxAgDFEjfHBFmeyk2,spotify:artist:7qYKLHxAgDFEjfHBFmeyk2,[],0
Charlie Cope,What About You (Acoustic),1KJcZ6NWfeunsqnexrP43l,4,What About You (Acoustic),4j0svpGbRXyE2EQEFTAwVv,2020-05-16,single,200346,False,1,1,0.66,0.254,0,-8.512,1,0.0423,0.778,0.00288,0.122,0.3,120.761,1zoJYiqdJ2GFwmr9pRxNZu,spotify:artist:1zoJYiqdJ2GFwmr9pRxNZu,[],5
Fausto Taranto,De la Nada,2spVgKKUn07clVIfO2YcmM,3,La Reina de las Fatigas,0UDiCOrMep2UOzp3CptkKF,2020-03-06,album,239878,False,10,1,0.466,0.885,5,-13.083,1,0.0737,0.00689,0.0,0.0786,0.145,129.986,0M2M2b7xto8YgqFzyP4RUM,spotify:artist:0M2M2b7xto8YgqFzyP4RUM,"['granada indie', 'spanish metal']",17
Steffen Morrison,You've Been Hit by a Butterfly,5y8IrSXpQrdRXzhA8jtdHz,3,You've Been Hit by a Butterfly,2CvAeQGLaXitKr4ZGLB1Zp,2020-02-28,single,203213,False,1,1,0.662,0.496,0,-7.213,1,0.0277,0.0407,1.75e-05,0.158,0.937,99.988,2KV4sKhTlyrtxaJWZTPj8r,spotify:artist:2KV4sKhTlyrtxaJWZTPj8r,['neo soul'],29
David Baldacci,"Teil 108 - Doppelspiel - Shaw-Reihe, Teil 2",6xmbd6psJSYsPcXPNop0Tp,3,"Doppelspiel [Shaw-Reihe, Teil 2 (Unabridged)]",3AufwhAN7nay4T3igDXtk6,2020-04-30,album,181881,False,108,1,0.704,0.171,5,-20.276,0,0.944,0.183,0.0,0.137,0.577,132.45,5Q9afklUBuULcWTySMJKo5,spotify:artist:5Q9afklUBuULcWTySMJKo5,[],41
HASS,Damals,224KS8p4y7jFLaVFImeXRx,3,"Macht kaputt, was längst kaputt ist",2ypFHza6OrPzsvT6yY8lce,2020-10-23,album,137240,False,14,1,0.553,0.992,2,-3.666,1,0.0871,0.000827,0.0,0.34,0.367,119.96,798cl0KAn09JIaNC87fQQT,spotify:artist:798cl0KAn09JIaNC87fQQT,"['german oi', 'german punk']",25
Queen Cha,Baby Love,4mxMxEkkSDHGO6BwLcuixw,3,Queen Cha,7sHnOWT0vvKM4uQgM8hThq,2020-02-15,album,221570,False,2,1,0.624,0.729,0,-6.334,1,0.264,0.194,0.0,0.177,0.764,105.106,4nO6mgZAiiaKfeE0rTsz6S,spotify:artist:4nO6mgZAiiaKfeE0rTsz6S,['rwandan pop'],7
Mijares,El Privilegio De Amar,0q01OWGEzZd2QT26RCbzi2,3,HomeOffice Plancha,0otIY1Ar2TF65AlCRAGssw,2020-04-10,compilation,233693,False,10,1,0.676,0.501,9,-5.531,1,0.0265,0.741,0.0,0.109,0.302,92.088,3zhijRRIZX2B6G2T7vJl9p,spotify:artist:3zhijRRIZX2B6G2T7vJl9p,"['latin pop', 'mexican pop']",64
ZORILA,Grapefruit - Special Edition,2hRydFH5S9nH0fvbHLK4k3,2,Sidney Deluxe,2xOthBX36BPLYkBf6H8129,2020-04-24,album,217559,False,5,1,0.335,0.582,0,-7.097,1,0.0377,0.0338,1.54e-05,0.12,0.528,180.152,5QmDI3H8ZuAzOOXUHai2P9,spotify:artist:5QmDI3H8ZuAzOOXUHai2P9,[],17
달콤한꿈,좋은 사람 있으면 소개시켜줘 (슬기로운 의사생활 OST),6pwDFjb0MON4XmxmheSSlR,2,슬기로운 음악생활 - Piano Part. 1,3Ok6ea7caGHLqzPYfeIfEH,2020-04-29,album,181565,False,3,1,0.461,0.0938,3,-26.643,1,0.0447,0.982,0.959,0.173,0.234,93.966,16LPZycbDiT3HBIHUZEmsZ,spotify:artist:16LPZycbDiT3HBIHUZEmsZ,[],34
Christina Rotondo,Ivy (Doomsday) [Acoustic],0Vm9Wvzp9tSAWWQgkjJqI3,2,"Acoustic Covers, Vol. 2",2xTBFBXuttUS8vf9KryQ7n,2020-10-26,album,211284,False,4,1,0.538,0.232,3,-12.469,0,0.0312,0.329,0.0,0.304,0.169,139.824,0JLPvCgJch8H8gdiez8HSY,spotify:artist:0JLPvCgJch8H8gdiez8HSY,[],33
Alisha Pace,Like I Like Me,3ERgfzd13Bcu4uzKSoa2Zn,2,Like I Like Me,0w6nK9KbOZF0vfD71s9rBj,2020-02-14,single,166986,False,1,1,0.779,0.607,8,-7.21,0,0.0377,0.361,0.0,0.142,0.964,140.05,3mw024lB4SNe4aFjVLROv3,spotify:artist:3mw024lB4SNe4aFjVLROv3,[],0
Edikanfo,Nka Bom,1NShZBYxha6wmkK7X4HqoK,2,Nka Bom,5ePTeUArZWHzaMed2AjBuw,2020-02-28,single,372489,False,1,1,0.63,0.651,7,-10.974,0,0.0432,0.0699,0.00506,0.347,0.715,128.909,09nY6kbFMcVj8CYod9oJ97,spotify:artist:09nY6kbFMcVj8CYod9oJ97,['afrobeat fusion'],2
Sam Himself,Dancing in the Dark - The Wild Honey Pie Buzzsession,5Kxpa3zB0EJjlzPAmB7hRj,2,The Wild Honey Pie Buzzsession,0ZdseXiHSgz4h1Om6szZ4g,2020-08-07,single,296083,False,2,1,0.653,0.316,10,-8.688,1,0.0314,0.876,0.0159,0.0759,0.259,97.397,6jD03eJOPbjHAaCCYGALLT,spotify:artist:6jD03eJOPbjHAaCCYGALLT,['swiss indie'],20
Lisa Kirsch,Kapitel 10 - Das Glück in vollen Zügen,1rSabejWh2oYd5g0XWo6yk,2,Das Glück in vollen Zügen (ungekürzt),4fyZh5Ew4y9QnyOkPf2IoB,2020-08-14,album,190819,False,10,1,0.637,0.268,4,-20.762,1,0.964,0.443,0.0,0.512,0.345,160.601,4lJBJYcNL0kfwvMHmBGqMv,spotify:artist:4lJBJYcNL0kfwvMHmBGqMv,[],17
Karly Pichardo Y Su Sangre Nueva Orquesta,Amor Prohibido,4Q3Nmv0Zagu080OjhLsAI6,2,Amor Prohibido,4ZSJLumHiNBQzoc8p9kXSA,2020-03-06,single,245020,False,1,1,0.491,0.814,5,-2.905,1,0.0511,0.659,1.27e-05,0.183,0.734,175.582,64YN5MJhIS40tSPVuUSJgi,spotify:artist:64YN5MJhIS40tSPVuUSJgi,[],0
열일곱이다,소명,7GxCYpOoKSkxRcSSvdyIvA,2,열일곱이다!,3uNWTugVONdxknqUj5tz8K,2020-03-17,album,316371,False,3,1,0.356,0.244,0,-7.085,1,0.0355,0.943,0.0,0.113,0.171,76.442,4sDjXysEc1EfdvvK0yo3uK,spotify:artist:4sDjXysEc1EfdvvK0yo3uK,[],3
Nihan Devecioglu,Giati pouli m' den kelaidis,1fSUEvfQVus4yx3UFjN3VT,2,Nostalgia: The Sea of Memories,5zFz7O2uyluFyfIyn96JBg,2020-09-18,album,147013,False,1,1,0.249,0.0196,1,-24.993,1,0.0452,0.994,0.00049,0.103,0.135,142.974,3gG5LOAToQ5LRQ0RhsvVdZ,spotify:artist:3gG5LOAToQ5LRQ0RhsvVdZ,[],19
Kumbia Reven,Maria Jose,0auyqIHxe0JNinad84Je1l,2,Descarga Tropical,6pWWDXIuWCJwH76Ev6OxTe,2020-07-24,album,357560,False,7,1,0.813,0.754,2,-7.012,1,0.0337,0.666,0.000141,0.205,0.847,110.039,1Lv9lRvtUR0HgVzPgompW8,spotify:artist:1Lv9lRvtUR0HgVzPgompW8,[],7
Classic Gold Hits,Raindrops Keep Falling on My Head,5dVpfZ4iE2YbNJjTPyULmr,1,Raindrops Keep Falling on My Head,70H1raDOVTHxW3cFwd8ZJr,2020-11-30,single,177401,False,1,1,0.549,0.561,5,-7.128,1,0.0322,0.339,0.0,0.151,0.716,105.568,5GF554gaJ40Vx3aC19eFJH,spotify:artist:5GF554gaJ40Vx3aC19eFJH,[],0
Scott Ferguson,Dump Days - Mixed,76tshG1Yj1QrJFt2ZMYmsS,1,Detroit Love Vol. 4 - Mixed By Mirko Loko,0dFNY7ziQWkA2YK8u2aCd1,2020-09-04,album,186085,False,9,1,0.713,0.932,2,-7.202,1,0.038,0.00681,0.936,0.0834,0.673,123.008,1yjSBbI5HVgXiux4R2V8kV,spotify:artist:1yjSBbI5HVgXiux4R2V8kV,[],1
ZLISON,2k21 Forever,1Xapm9Yk2d2t6qy3AwvXF4,1,2k21 Forever,6NO3kPwJJ7WDMhUFMczWAn,2020-12-29,single,190661,True,1,1,0.683,0.528,11,-10.402,1,0.044,0.0869,0.00272,0.114,0.453,121.003,3xBVsU8be74hLa3GC3ASsp,spotify:artist:3xBVsU8be74hLa3GC3ASsp,[],0
T. M. Frazier,Kapitel 30 - Preppy - Er wird dich erlösen - King-Reihe 7,4ZsxGXGty40Og1dhP2IqKa,1,Preppy - Er wird dich erlösen [King-Reihe 7 (Ungekürzt)],2IhfBDmcqJtFhew9qySZTy,2020-12-18,album,185104,False,30,1,0.719,0.248,6,-17.308,1,0.939,0.727,0.0,0.207,0.439,120.978,6ks29gQ8FTJwoa7sJYCbvP,spotify:artist:6ks29gQ8FTJwoa7sJYCbvP,[],28
